code,description,qty_out
LOC015,Lock Wista W-20252,1.0
LOO001,Looping Boxes,58.0
LOR001,Lordex 1kg,3.0
LOR002,Lordex 300g,4.0
MAG001,Magic Connector 11/2 CHROME,4.0
MAG002,Magic Connector 11/4 CHROME,6.0
MAG005,Magnetic Socket 8mm,6.0
MAH003,Orion Mahogany Varnish1/2l,2.0
MAL003,Malpha Hinges Hydraulic,9.0
MAN001,Manhole Cover 12x12,10.0
MAN002,Manhole Cover 15x15,18.0
MAN003,Manhole Cover 18x18,13.0
MAN004,Manhole Cover 18x24,56.0
MAN005,Manhole Cover 24x24,2.0
MAN007,Manilla Roll 100m,5.0
MAN008,Manilla Roll 500m,5.0
MAN009,Manilla Rope 10mm- Mtrs,10.0
MAN010,Manilla Rope 12mm- Mtrs,119.5
MAN011,Manilla Rope 14mm- Mtrs,62.0
MAN013,Manilla Rope 18ply,19.0
MAN014,Manilla Rope 42ply,10.0
MAN015,Manilla Rope 6mm- Mtrs,0.0
MAN017,Manilla Roll 1000m,6.0
MAN021,Manilla Rope 6mm Rolls,0.0
MAR001,Marine Board- Tywood,334.0
MAR002,Marine Board-Zurkit 16mm,0.0
MAR003,Marine Board-Zurkit 18mm,1130.0
MAS002,"Masking Tape Welfast 1.5""",5.0
MAS006,"Masking Tape Welfast 1""",126.0
MAS008,"Masking Tape Welfast 2""",156.0
MAS009,"Masking Tape Welfast 3/4""",117.0
MAS010,Mason Bit 10mm,4.0
MAS014,Mason Bit 6mm,5.0
MAS015,Mason Bit 8mm,3.0
MAS016,Mason Chisel Flat,4.0
MAS017,Mason Chisel Pointed,34.0
MAS019,Mason Hammer 2.5lb,6.0
MAS020,Mason Hammer 2lb,1.0
MAS021,Mason Hammer 3lb,6.0
MAS022,Mason Square 24,2.0
MAT001,Mattock Combined,24.0
MCB001,Mcb 63 A D/Pole,3.0
MCB002,Mcb 20A S/Pole,3.0
MCB003,Mcb 32A S/Pole,3.0
MCB004,MCB 10 AMP,1.0
MCB006,Mcb 63 A S/Pole,1.0
MCB007,Mcb 100 A D/Pole,2.0
MCB008,Mcb 40A S/Pole,1.0
MDF003,Mdf Board Coimbra,4.0
MDF006,Mdf Board American Walnut,2.0
MDF007,Mdf Board White,5.0
MDF009,Mdf Ply White,1.0
MDF012,Mdf Screws 1 Pkt,3.0
MDF013,Mdf Screws 1/12 Pkt,2.0
MDF014,Mdf Screws 11/4 Pkt,12.0
MDF015,Mdf Screws 2 Pkt,33.0
MDF017,Mdf Screws 3 Pkt,3.0
MDF018,Mdf Screws 3/4 Pkt,4.0
MDF019,MDF SCEWS 4 PKT,1.0
MEA002,Stanley -Measuring Tape 5m-Tylon,1.0
MET009,Metro Glue 250gms,10.0
MIN001,Mini Trunking,16.0
MIR001,Mirror Screws Pcs,0.0
MOP006,Mop Teepee,5.0
NAI001,Nails 1'- Kgs,9.0
NAI002,Nails 1.5'- Kgs,5.75
NAI003,Nails 2'- Kgs,31.25
NAI004,Nails 2.5'- Kgs,176.5
NAI005,Nails 3'- Kgs,567.75
NAI006,Nails 4'- Kgs,540.5
NAI007,Nails 5'- Kgs,27.0
NAI008,Nails 6'- Kgs,4.0
NAI009,Nails Bag 1,1.0
NAI011,Nails Bag 2,5.0
NAI012,Nails Bag 2.5,5.0
NAI013,Nails Bag 3,42.0
NAI014,Nails Bag 4,54.0
NAI015,Nails Bag 5,2.0
NAI016,Nails Bag 6,1.0
NAI022,Nails Ceiling 1,3.0
NAI023,Nails Ceiling 1.5,6.75
NAI024,Nails Panel Pins 1,5.5
NAI025,Nails Panel Pins 1.5,6.25
NAI029,Nails Roofing Bag,2.0
NAI030,Nails Roofing Kgs,107.25
NAI031,Nails U Bags,0.0
NAI035,Nails U Kgs,0.25
NEM015,Nemsi Push Tap Wall-A003,3.0
NEM019,Nemsi Long Neck BIB Kitchen Mixer-BKOMM30A5S1,1.0
NEM028,Nemsi Double Corner-Shelf With TowBeOl-NM0A0S2,1.0
NEM040,Nemsi Hook Double Black-N177,1.0
NEM048,Nemsi M- Hooks silver& black AluminBiuOmM-NA3S66,1.0
NEM052,Nemsi Paint Roller 9,7.0
NON002,Non Return Valve 1 pegler,2.0
NON003,Non Return Valve 1/2 Pegler,2.0
NON006,Non Return Valve 3/4 Pegler,6.0
NYU001,Nyumba Cement,5500.0
PAD001,Padbolt 6,14.0
PAD006,Padbolt Juakali-Shiny,5.0
PAD009,Padlock Mindy 70mm,3.0
PAD015,Padlock Tri Circle 261,1.0
PAD016,Padlock Tri Circle 262,2.0
PAD017,Padlock Tri Circle 263,4.0
PAD018,Padlock Tri Circle 264,9.0
PAD019,Padlock Tri Circle 265,6.0
PAD020,Padlock Tri Circle 266,2.0
PAD021,Padlock Mindy 60mm,2.0
PAD022,Padlock Mindy 50mm,5.0
PAI002,Paint Roller 4,5.0
PAI004,Paint Roller 9,61.0
PAI006,"Nemsi Paint Roller Tray 9""",2.0
PAN001,Panga,1.0
PAN002,Panga H/G,11.0
PAT001,Pattress Double Deep,4.0
PAT003,Pattress Single Deep,11.0
PAT004,Pattress Single Shallow,1.0
PAT006,Pattex PL-150,2.0
PED001,Pedrallo Pump 0.5hp,1.0
PED002,Pedrallo Pump 1hp,1.0
PIL003,Pillar Tap Basin Type,22.0
PIL005,Pillar Tap Sprout Brimix,2.0
PLA001,Plain Sheet Roll 30g,2.0
PLA002,Plain Sheet Roll 32g,3.0
PLA004,Plascon Ext Clear 5l,2.0
PLA008,Plascon Int Clear 5l,1.0
PLA010,Plascon Int Mahogany 5l,5.0
PLA016,Plain sheet 30g mtrs,40.0
PLA017,Plain sheet 32g mtrs,44.0
PLI001,Pliers H.G,4.0
PLI003,Pliers Red,5.0
PLU001,Plumb Line,4.0
PLY001,Plywood 3mm,31.0
PLY002,Plywood 6mm,31.0
PLY003,Plywood 9mm,13.0
POL003,Polythene Black 15kg,20.0
POL004,Polythene Black 20kg,103.0
POL005,Polythene Black Mtrs,259.0
PON001,Ponal Glue 1/2l,11.0
PON002,Ponal Glue 1/4l,8.0
PON003,Ponal Glue 1l,1.0
PON005,Ponal Glue 4l,4.0
POP005,Pop Up Waste Chrome 11/4,4.0
POU002,Poultry Mesh Green,1.0
PPR008,Ppr Cup 25mm,14.0
PPR009,Ppr Cup 32mm,20.0
PPR010,Ppr Cup 40mm,1.0
PPR013,Ppr Double Elbow 25x1/2,12.0
PPR014,Ppr Elbow 20mm,10.0
PPR016,Ppr Elbow 25mm,600.0
PPR017,Ppr Elbow 25mmx45,9.0
PPR018,Ppr Elbow 32mm,185.0
PPR020,Ppr Elbow 40mm,22.0
PPR021,Ppr Elbow 50mm,1.0
PPR023,Ppr F/Adapter 20x1/2,2.0
PPR024,Ppr F/Adapter 25x1/2,41.0
PPR025,Ppr F/Adapter 25x3/4,17.0
PPR026,Ppr F/Adapter 32x1,21.0
PPR027,Ppr F/Adapter 32x3/4,2.0
PPR029,Ppr F/Adapter 50x11/2,1.0
PPR032,Ppr F/Elbow 25x1/2,257.0
PPR033,Ppr F/Elbow 25x3/4,39.0
PPR034,Ppr F/Elbow 32x1,5.0
PPR039,Ppr F/Tee 20x1/2,1.0
PPR040,Ppr F/Tee 25x1/2,25.0
PPR041,Ppr F/Tee 25x3/4,2.0
PPR043,Ppr F/Tee 32x3/4,3.0
PPR045,Ppr F/ Thread Union 1,1.0
PPR048,Ppr Gate Valve 25mm,1.0
PPR050,Ppr M/Adapter 20x1/2,5.0
PPR051,Ppr M/Adapter 25x1/2,232.0
PPR052,Ppr M/Adapter 25x3/4,102.0
PPR053,Ppr M/Adapter 32x1,39.0
PPR055,Ppr M/Adapter 32x3/4,5.0
PPR056,Ppr M/Adapter 40x11/4,6.0
PPR057,Ppr M/Adapter 50x11/2,2.0
PPR060,Ppr M/Elbow 25x1/2,2.0
PPR061,Ppr M/Elbow 25x3/4,1.0
PPR062,Ppr M/Elbow 32x1,4.0
PPR067,Ppr M/Tee 25x1/2,13.0
PPR072,Ppr M/Thread Union 1,1.0
PPR075,Ppr Machine H/G,2.0
PPR076,Ppr Overbend 25mm,20.0
PPR084,Ppr Pipe Danco 20mm,1.0
PPR085,Ppr Pipe Danco 25mm,281.0
PPR086,Ppr Pipe Danco 32mm,74.0
PPR087,Ppr Pipe Danco 40mm,22.0
PPR088,Ppr Pipe Danco 50mm,1.0
PPR100,Ppr Pipe Roll Danco 25mm,4.0
PPR101,Ppr Pipe Roll Danco 32mm,1.0
PPR109,Ppr Red/Socket 32x25,10.0
PPR110,Ppr Red/Socket 40x25,11.0
PPR111,Ppr Red/Socket 40x32,6.0
PPR124,Ppr Red/Tee 40x32,2.0
PPR125,Ppr Socket 20mm,18.0
PPR126,Ppr Socket 25mm,363.0
PPR127,Ppr Socket 32mm,68.0
PPR128,Ppr Socket 40mm,19.0
PPR138,Ppr Tee 25mm,208.0
PPR139,Ppr Tee 32mm,26.0
PPR140,Ppr Tee 40mm,2.0
PPR141,Ppr Tee 50mm,5.0
PPR148,Ppr Union 25mm,20.0
PPR149,Ppr Union 32mm,12.0
PPR151,Ppr Union 50mm,1.0
PPR158,Ppr F/Thread Union 3/4,2.0
PPR159,Ppr Red/Tee 50x25,3.0
PUM001,Pump Control Auto,5.0
PUS001,Push Tap,4.0
PUT003,Putty Premium in Kgs,19.0
PUT004,Putty Premium Buckets- 40kgs,1.0
PVC001,Pvc Bend 11/2x45,91.0
PVC002,Pvc Bend 11/2x90,253.0
PVC004,Pvc Bend 11/4x90,16.0
PVC005,Pvc Bend 2x45,60.0
PVC006,Pvc Bend 2x90,219.0
PVC007,Pvc Bend 3x45,17.0
PVC008,Pvc Bend 3x90,95.0
PVC009,Pvc Bend 4x45,51.0
PVC010,Pvc Bend 4x90,129.0
PVC012,Pvc Bend 6x90,5.0
PVC014,Pvc Boss Connector 4x11/2,3.0
PVC016,Pvc Boss Connector 4x2,23.0
PVC019,Pvc Cross Tee 4,4.0
PVC020,Pvc Flex Bend 4,19.0
PVC022,Pvc Floor Trap 4way,206.0
PVC023,Pvc Floor Trap 1Way,9.0
PVC028,Pvc Gulley Trap 4,1.0
PVC031,Pvc Inspection Bend 4,6.0
PVC034,Pvc Plug 11/2,20.0
PVC035,Pvc Plug 11/4,1.0
PVC036,Pvc Plug 2,19.0
PVC037,Pvc Plug 3,16.0
PVC038,Pvc Plug 4,17.0
PVC039,Pvc Plug 6,2.0
PVC054,Pvc Reducer 2x11/2,20.0
PVC055,Pvc Reducer 2x11/4,1.0
PVC056,Pvc Reducer 3x2,7.0
PVC057,Pvc Reducer 4x2,4.0
PVC058,Pvc Reducer 4x3,4.0
PVC062,Pvc Socket 4,1.0
PVC064,Pvc Tee 11/2,30.0
PVC065,Pvc Tee 11/4,1.0
PVC066,Pvc Tee 2,134.0
PVC067,Pvc Tee 3,22.0
PVC068,Pvc Tee 4,31.0
PVC069,Pvc Tee 6,2.0
PVC072,Pvc Vent Core 2,7.0
PVC073,Pvc Vent Core 3,4.0
PVC081,Pvc W/Pipe Grey 4,4.0
PVC082,Pvc W/Pipe Grey 6,2.0
PVC085,Pvc W/Pipe Metro 11/2,50.0
PVC086,Pvc W/Pipe Metro 2,108.0
PVC087,Pvc W/Pipe Metro 3,68.0
PVC088,Pvc W/Pipe Metro 4,192.0
PVC089,Pvc W/Pipe Metro 6,19.0
PVC093,Pvc W/Pipe Pm 4,13.0
PVC096,"Pvc W/Pipe Metro 11/4""",1.0
R,P001 R Pipe 11/2x16g,45.0
R 1001,R 10- 1/2 length,4.0
R 1003,R 16,1.0
R 1004,R 16 Ft,29.0
R 6001,R 6,81.0
R/S001,R/S Box Charcoal Grey 2.5m,1.0
R/S002,R/S Box Charcoal Grey 3m,4.0
R/S003,R/S Box Clear 2.5m,10.0
R/S011,R/S Clear 2.5m,10.0
R/S012,R/S Clear 2m,8.0
R/S013,R/S Clear 3m,3.0
R/S014,R/S Maisha 2.5x30g,83.0
R/S015,R/S Maisha 2.5x32g,79.0
R/S016,R/S Maisha 2x30g,36.0
R/S017,R/S Maisha 2x32g,14.0
R/S018,R/S Maisha 3x30g,48.0
R/S019,R/S Maisha 3x32g,57.0
RAK005,Rake Juakali Big,6.0
RAW001,Rawl Bolt M10,66.0
RAW002,Rawl Bolt M12,22.0
RAW004,Rawl Bolt M8,59.0
RED001,Red Oxide 1kg,17.0
REF001,Reflector Vest,18.0
RIV003,Rivet Pcs,10.0
ROO009,Roofing Insulation 5mm-Roll,10.0
ROO013,Roofing Washers,22.0
ROO015,Roofing Bolt 2,2.0
ROU003,Round Covers Black Large,37.0
ROU005,Round Covers White Large,10.0
ROU007,Round File,1.0
SAC001,Sacks,35.0
SAD003,Saddle Clips 1/2,38.0
SAD005,Saddle Clips 2,0.0
SAD006,Saddle Clips 3,18.0
SAD007,Saddle Clips 3/4,37.0
SAD008,Saddle Clips 4,0.0
SAD011,Saddle Clips Plastic 32mm,0.0
SAN006,Sand Paper P100 Roll,4.0
SAN007,Sand Paper P120 Roll,15.0
SAN008,Sand Paper P36 Roll,1.0
SAN010,Sand Paper P60 Roll,1.0
SAN011,Sand Paper P80 Roll,2.0
SAN016,Sanding Disk 7,10.0
SAN017,Sand Paper Water Proof,54.0
SAN018,Sand Paper P100 Ft,77.0
SAN019,Sand Paper P120 Ft,272.0
SAN020,Sand Paper P36 Ft,23.0
SAN021,Sand Paper P40 Ft,40.0
SAN022,Sand Paper P60 Ft,10.0
SAN023,Sand Paper P80 Ft,40.0
SCR003,Scrapper 2,12.0
SCR006,Scrapper 4,17.0
SCR008,Screw Driver Combined,4.0
SCR009,Screw Driver Flat,1.0
SCR011,Screw Driver Star,2.0
SEA003,Seat Cover H/G,6.0
SEL007,Self Tapping Screws 3/4,7.0
SHE001,Shears Adjustable H/G,1.0
SHE003,Shears Fixed,1.0
SHE004,Shelf Bracket 10x12,17.0
SHE005,Shelf Bracket 8x10,4.0
SHE014,Orion Shellac Heavy 1/2L,7.0
SHO002,Shoe Tacks 1/2,1.0
SHO003,Shoe Tacks 3/4,1.0
SHO005,Lirlee Arabic Shower-LR9217,2.0
SHO015,Shower Concealed 5way,3.0
SIL002,Silicon Gun Sausage,1.0
SIL003,Silicon Hi Tech Black,15.0
SIL004,Silicon Hi Tech Clear,45.0
SIL010,Silicon Sausage Clear,0.0
SIL011,Silicon Sausage White,0.0
SIL013,Silicon Tube Black,4.0
SIL014,Silicon Tube Clear,41.0
SIL015,Silicon Tube White,7.0
SIL016,Silicon Solution 5L,8.0
SIL017,Silicon Sausage Black,9.0
SIM001,Simba Cement,31105.0
SIN004,Single Socket,1.0
SIS002,Sisal Rope Small,55.0
SIS003,Sisal Twine 1kg,2.0
SLA001,Slasher,22.0
SLE002,Sledge Hammer 12lb,2.0
SLE003,Sledge Hammer 14lb,1.0
SLE004,Sledge Hammer 6lb,1.0
SOC002,Socket Single Black,2.0
SOC003,Socket Double Metal,3.0
SOC004,Socket Single Metal,2.0
SOC005,Socket Double Black,1.0
SOC008,Socket Single Gold,0.0
SOC009,Tronic Socket Double,2.0
SOC010,Tronic Socket Single,2.0
SOC013,Socket Double,6.0
SOF003,Soft Broom With Handle,17.0
SOF004,Soft Broom Without Handle,7.0
SPA001,Spade Imported,45.0
SPA015,Spanner Ring 12x13,2.0
SPA016,Spanner Ring 14x15,1.0
SPI008,Spirit Level Medium Magnetic,3.0
SPR002,Spray Paint Blue,1.0
SPR003,Spray Paint Chrome MAXIMA,1.0
SPR004,Spray Paint Black MAXIMA,1.0
SPR005,Spray Paint White- MAXIMA,2.0
SPR006,Spray Paint Gold MAXIMA,3.0
SPR007,Spray Paint Matt Black,1.0
SPR009,Spray Paint Remover,2.0
SPR021,Spray Paint Bright Gold MAXIMA,1.0
SPR023,Spray Paint Asmaco- Matt Black,1.0
SPR025,Sprinkler 3 arms-schneeberg,0.0
SPR028,Spray Paint Maxima Bright Silver,0.0
SQU001,Squeezer,2.0
STA001,Stain Spirit Black,10.0
STA003,Stain Spirit Wallnut,1.0
STA005,Stain Water Wallnut,2.0
STA009,Standard Thinner Crown 1l,4.0
STA010,Standard Thinner Crown 5l,11.0
STA011,Standard Thinner Glory 1l,15.0
STA012,Standard Thinner Glory 5l,17.0
STA015,Star Bit,42.0
STE001,Steel Float Trowel Yellow,1.0
STE002,Steel Nails Pcs,121.0
STE003,Steel Nails Pkt 1,37.0
STE004,Steel Nails Pkt 1.5,6.0
STE005,Steel Nails Pkt 2,37.0
STE006,Steel Nails Pkt 2.5,22.0
STE007,Steel Nails Pkt 3,64.0
STE008,Steel Nails Pkt 4,22.0
STE010,Steel Tape 100m,2.0
STE011,Steel Tape 50m,1.0
STE012,Steel Trowel Rubber Handle,1.0
STE015,Steel Tape,1.0
STO006,Stop Cork Cons 1/2 Cobra,4.0
STR003,Strip Connector 30a,1.0
STR005,Stronghold Parquet Crown 1kg,3.0
STR006,Stronghold Parquet Crown 20k,2.0
STR008,Stronghold Parquet Crown 4kg,3.0
STR010,Stronghold T/Adhesive 1kg,8.0
STR012,Stronghold T/Adhesive 4kg,4.0
STR016,Strip Connector 20a,1.0
STY001,Styro Foam 1,10.0
STY002,Styro Foam 1/2,22.0
STY003,Styro Foam 3/4,5.0
SUP002,Super Glue Small,26.0
SWI001,Tronic Switch 1 Gang,3.0
SWI002,Switch 2 Gang,1.0
SWI003,Switch 3 Gang,1.0
SWI005,Switch Box Double,295.0
SWI006,Switch Box Single,264.0
TAC002,Taco Easycare Polish 5l,1.0
TAN001,Tangit 1000ml,26.0
TAN002,Tangit 100ml,8.0
TAN003,Tangit 250ml,60.0
TAN004,Tangit 500ml,71.0
TAN005,Tangit 50ml,10.0
TAN007,Tank Connector 1/2,1.0
TAN009,Tank Connector 3/4,1.0
TAP001,Tap Garden 1/2,13.0
TAP002,Tap Garden 3/4,2.0
TAP003,Tap Lockable 1/2,1.0
TAP007,Tap Pegler 1/2,5.0
TAP008,Tap Pegler 3/4,2.0
TAP015,Tape Measure 3m,1.0
TAP017,Tape Measure 5m,2.0
TAP022,Tape Measure Knicker 5M,6.0
TAP025,Tape Measure Knicker 7.5M,9.0
TEE001,Tee 1x1/8,9.0
TEE002,Tee 3/4x1/8,3.0
TEE004,Tee Hinges 4,16.0
TEE005,Tee Hinges 6,22.0
TEE006,Tee Hinges 8,3.0
TES001,Tester Big,3.0
TES003,Tester Small,4.0
THR001,Thread Tape Small,186.0
THR002,Thread Tape Big,111.0
TIL006,Tile Adhesive Izomix 25kg,78.0
TIL007,Tile Adhesive Mzito Probond,251.0
TIL010,Tile Spacers 2.5mm,11.0
TIL011,Tile Spacers 2mm,29.0
TIL012,Tile Spacers 3mm,7.0
TIL014,Tile Adhesive 1951-Kalekim 25kg,46.0
TIL015,Tile Adhesive 1952 White-kalekim 25BkgOMAS,79.0
TIN002,Tinsnip 10,1.0
TIN004,Tinsnip 8,0.0
TIS009,Tissue Holder NEMSI Black,1.0
TOW004,Towel Holder Ring-chrome,2.0
TOW010,Tower Bolt China 3,10.0
TOW011,Tower Bolt China 4,1.0
TOW012,Tower Bolt China 6,6.0
TRA009,Transport,469.0
TRI001,Tri Square 10,2.0
TRI003,Tri Square 6,1.0
TRI004,Tri Square 8,1.0
TRO002,Tronic Led Tube 4ft,1.0
TRO003,Trowel China 8,0.0
TRO004,Trowel China 6,5.0
TRO010,Tronic Led Fitting 2ft,1.0
TRO011,Tronic Led Tube 2ft,1.0
TUB003,Tube 11/2x11/2x16g,90.0
TUB004,Tube 11/2x11/2x18g(0.8mm),24.0
TUB006,Tube 11/2x1x16g,58.5
TUB007,Tube 11/2x1x18g,19.0
TUB008,Tube 11/4x11/4x16g,18.0
TUB009,Tube 11/4x11/4x18g,3.0
TUB011,Tube 1x1x16g,111.5
TUB012,Tube 1x1x18g,13.0
TUB014,Tube 2x1x16g,49.5
TUB018,Tube 2x2x16g,61.0
TUB019,Tube 2x2x18g,14.0
TUB020,Tube 3/4x3/4x16g,52.5
TUB021,Tube 3/4x3/4x18g(0.8mm),16.0
TUB022,Tube 3x2X2mm,10.0
TUB023,Tube 3x2x2.5mm,0.5
TUB024,Tube 3x2x3mm,1.0
TUB026,Tube 3x3x2.5mm,1.0
TUB028,Tube 3x3x3mm,7.0
TUB041,Tube 11/2x11/2x3mm,18.0
TUB042,Tube 6x4x3mm,3.0
TUB045,Tube 2x2x1.2mm,2.0
TUB046,Tube 4x4x4mm,4.0
TUR001,Turpentine Glory 1l,5.0
TUR002,Turpentine Glory 5l,12.0
UND001,Undertaker 100ml,1.0
UND002,Undertaker 1l,21.0
USP003,USPRO Foam DLG,6.0
USP004,USPRO Foam Sista,31.0
WAL001,Wall Coping 12,10.0
WAL003,Wall Nut Spirit,3.0
WAL004,Wall Nut Water,3.0
WAL006,Wall Pass,6.0
WAL009,Wall Plug 6mm,5.0
WAL010,Wall Plug 8mm,9.0
WAL011,Wall Plug Pcs,24.0
WAL014,Wall Tap Short Neck,6.0
WAL015,Wall Tap Long Neck,3.0
WAR001,Warning Tape Red,1.0
WAS003,Wash Hand Basin 18x12,1.0
WAS009,Washers Metal Small,55.0
WAT010,Waterproof Mzito Powder,4.0
WAT013,Waterproof Sikalite,232.0
WAT014,Waterproof Sikalite 25l-plastocrete,9.0
WAT016,Tronic Waterproof Socket Twin,2.0
WAT023,Waterpump Dayliff 1HP,1.0
WAT028,Water Heater Switch 45A,5.0
WAT029,Water Heater Switch 45A Black,2.0
WD4002,Wd40 250ml,2.0
WEL002,Welding Glass,2.0
WEL004,Welding Googles,0.0
WEL009,Welding Rods Simba,319.5
WHE003,Wheelbarrow H/G,14.0
WHE004,Wheelbarrow M/G,1.0
WHE005,Wheelbarrow Super H/G,15.0
WHI003,White Cement 40kg (52.5N),1.0
WHI005,White Spirit 5l Glory,34.0
WHI006,White Spirit Crown 1l,24.0
WHI007,White Spirit Crown 5l,36.0
WHI008,White Spirit Glory 1l,38.0
WIN001,Window Fastener,30.0
WIN004,Window Fastener Kent,13.0
WIN005,Window Stay,14.0
WIN007,Window Stay Kent,18.0
WIN008,Drawer Handle Silver 8,10.0
WIR001,Wire Brush,111.0
WIR002,Wire Mesh H/G,33.0
WIR004,Wire Mesh M/G,81.0
WOO006,Wood Filla Mahogany,3.0
WOO007,Wood Filla Pine,5.0
WOO008,Wood Screw Assorted,4.0
WOO019,Wood preservative Green 5l,2.0
ZED001,Zed 1,13.0
ZED002,Zed 3/4,8.0
ZVE001,Irn strips Z VENT,1.0
