code,description,qty_out
PVC036,Pvc Plug 2,13.0
PVC037,Pvc Plug 3,5.0
PVC038,Pvc Plug 4,1.0
PVC039,Pvc Plug 6,2.0
PVC053,Pvc Reducer 11/2x11/4,1.0
PVC054,Pvc Reducer 2x11/2,1.0
PVC056,Pvc Reducer 3x2,12.0
PVC057,Pvc Reducer 4x2,12.0
PVC058,Pvc Reducer 4x3,4.0
PVC059,Pvc Reducer 6x4,2.0
PVC062,Pvc Socket 4,4.0
PVC064,Pvc Tee 11/2,18.0
PVC065,Pvc Tee 11/4,2.0
PVC066,Pvc Tee 2,33.0
PVC067,Pvc Tee 3,6.0
PVC068,Pvc Tee 4,23.0
PVC069,Pvc Tee 6,4.0
PVC072,Pvc Vent Core 2,0.0
PVC073,Pvc Vent Core 3,2.0
PVC074,Pvc Vent Core 4,5.0
PVC076,Pvc W/Pipe Brown 4,6.0
PVC077,Pvc W/Pipe Grey 11/2,6.0
PVC079,Pvc W/Pipe Grey 2,8.0
PVC082,Pvc W/Pipe Grey 6,19.0
PVC083,Pvc W/Pipe Grey 8 pm,0.0
PVC085,Pvc W/Pipe Metro 11/2,32.0
PVC086,Pvc W/Pipe Metro 2,42.0
PVC087,Pvc W/Pipe Metro 3,50.0
PVC088,Pvc W/Pipe Metro 4,94.0
PVC089,Pvc W/Pipe Metro 6,0.0
PVC093,Pvc W/Pipe Pm 4,35.0
PVC094,Pvc Y Tee 4,2.0
R,P001 R Pipe 11/2x16g,31.0
R 1001,R 10- 1/2 length,1.0
R 1003,R 16,1.5
R 1004,R 16 Ft,4.0
R 6001,R 6,3.0
R/S002,R/S Box Charcoal Grey 3m,0.0
R/S005,R/S Box Clear 3m,6.0
R/S013,R/S Clear 3m,4.0
R/S014,R/S Maisha 2.5x30g,12.0
R/S015,R/S Maisha 2.5x32g,61.0
R/S016,R/S Maisha 2x30g,5.0
R/S017,R/S Maisha 2x32g,20.0
R/S018,R/S Maisha 3x30g,1.0
R/S019,R/S Maisha 3x32g,53.0
RAK005,Rake Juakali Big,11.0
RAW003,Rawl Bolt M6,1.0
RAW004,Rawl Bolt M8,14.0
RED001,Red Oxide 1kg,5.0
REF001,Reflector Vest,51.0
RIV003,Rivet Pcs,22.0
ROO002,Roofing Bolt 11/2,0.0
ROO004,Roofing Bolt 2.5,0.0
ROO008,Roofing Insulation 3mm-Roll,1.0
ROO009,Roofing Insulation 5mm-Roll,1.0
ROO013,Roofing Washers,15.0
ROO015,Roofing Bolt 2,1.0
ROU004,Round Covers Black Small,2.0
ROU007,Round File,2.0
RSB001,R/S Box charcoal grey 2m,5.0
SAC001,Sacks,27.0
SAD001,Saddle Clips 1,4.0
SAD003,Saddle Clips 1/2,0.0
SAD005,Saddle Clips 2,46.0
SAD007,Saddle Clips 3/4,4.0
SAD008,Saddle Clips 4,15.0
SAF001,Safety Gloves,31.0
SAN006,Sand Paper P100 Roll,4.0
SAN007,Sand Paper P120 Roll,7.0
SAN009,Sand Paper P40 Roll,1.0
SAN010,Sand Paper P60 Roll,2.0
SAN011,Sand Paper P80 Roll,1.0
SAN016,Sanding Disk 7,3.0
SAN017,Sand Paper Water Proof,30.0
SAN018,Sand Paper P100 Ft,99.0
SAN019,Sand Paper P120 Ft,220.0
SAN021,Sand Paper P40 Ft,13.0
SAN022,Sand Paper P60 Ft,39.0
SAN023,Sand Paper P80 Ft,75.0
SCR001,Scrapper 1,0.0
SCR003,Scrapper 2,13.0
SCR005,Scrapper 3,17.0
SCR006,Scrapper 4,0.0
SCR008,Screw Driver Combined,2.0
SCR011,Screw Driver Star,4.0
SCR015,Screwdriver Flat 3*75 Fixtec,0.0
SEA003,Seat Cover H/G,0.0
SEL002,Self Tapping Screws 1.5,1.0
SEL003,Self Tapping Screws 2,0.0
SEL004,Counter Sank screw 2,5.0
SEL006,"Self Tapping Screws 1""",7.0
SEL007,Self Tapping Screws 3/4,0.0
SHE001,Shears Adjustable H/G,2.0
SHE003,Shears Fixed,0.0
SHE014,Orion Shellac Heavy 1/2L,6.0
SHO003,Shoe Tacks 3/4,1.0
SIL002,Silicon Gun Sausage,2.0
SIL003,Silicon Hi Tech Black,2.0
SIL004,Silicon Hi Tech Clear,3.0
SIL010,Silicon Sausage Clear,11.0
SIL011,Silicon Sausage White,4.0
SIL013,Silicon Tube Black,7.0
SIL014,Silicon Tube Clear,29.0
SIL015,Silicon Tube White,2.0
SIL017,Silicon Sausage Black,12.0
SIM001,Simba Cement,40334.0
SIN004,Single Socket,1.0
SIS002,Sisal Rope Small,16.0
SLA001,Slasher,15.0
SLE001,Sledge Hammer 10lb,2.0
SLE002,Sledge Hammer 12lb,6.0
SLE004,Sledge Hammer 6lb,0.0
SLE005,Sledge Hammer 8lb,0.0
SOC013,Socket Double,4.0
SOF003,Soft Broom With Handle,4.0
SOF004,Soft Broom Without Handle,4.0
SPA001,Spade Imported,51.0
SPA010,Spanner Fix 14x15,1.0
SPA011,Spanner Fix 16x17,1.0
SPA015,Spanner Ring 12x13,1.0
SPA016,Spanner Ring 14x15,1.0
SPI002,Spirit Level 12,2.0
SPR005,Spray Paint White- MAXIMA,0.0
SPR007,Spray Paint Matt Black,1.0
SPR008,Spray Paint Red-MAXIMA,0.0
SPR010,Spray Paint Chrome,0.0
SPR025,Sprinkler 3 arms-schneeberg,2.0
STA010,Standard Thinner Crown 5l,16.0
STA011,Standard Thinner Glory 1l,14.0
STA012,Standard Thinner Glory 5l,7.0
STA015,Star Bit,7.0
STE001,Steel Float Trowel Yellow,11.0
STE002,Steel Nails Pcs,149.0
STE003,Steel Nails Pkt 1,29.0
STE004,Steel Nails Pkt 1.5,4.0
STE005,Steel Nails Pkt 2,25.25
STE006,Steel Nails Pkt 2.5,2.0
STE007,Steel Nails Pkt 3,83.5
STE008,Steel Nails Pkt 4,23.0
STE011,Steel Tape 50m,1.0
STE012,Steel Trowel Rubber Handle,3.0
STE015,Steel Tape,2.0
STR010,Stronghold T/Adhesive 1kg,0.0
STR011,Stronghold T/Adhesive 25k,1.0
STR012,Stronghold T/Adhesive 4kg,2.0
STY002,Styro Foam 1/2,8.0
STY003,Styro Foam 3/4,71.0
SUP001,Super Glue Big,49.0
SUP002,Super Glue Small,2.0
SWI001,Tronic Switch 1 Gang,2.0
SWI002,Switch 2 Gang,0.0
SWI005,Switch Box Double,121.0
SWI006,Switch Box Single,174.0
T,S001 T Stoppers,60.0
TAN001,Tangit 1000ml,22.0
TAN002,Tangit 100ml,7.0
TAN003,Tangit 250ml,20.0
TAN004,Tangit 500ml,46.0
TAN005,Tangit 50ml,5.0
TAP001,Tap Garden 1/2,1.0
TAP002,Tap Garden 3/4,2.0
TAP004,Tap Lockable 3/4,2.0
TAP007,Tap Pegler 1/2,9.0
TAP008,Tap Pegler 3/4,4.0
TAP015,Tape Measure 3m,2.0
TAP019,Tape Measure Steel 100m,1.0
TAP022,Tape Measure Knicker 5M,7.0
TAP025,Tape Measure Knicker 7.5M,6.0
TEE001,Tee 1x1/8,10.0
TES003,Tester Small,6.0
THR001,Thread Tape Small,34.0
THR002,Thread Tape Big,47.0
TIE007,Tie Wrap White Pcs,0.0
TIL006,Tile Adhesive Izomix 25kg,192.0
TIL010,Tile Spacers 2.5mm,6.0
TIL011,Tile Spacers 2mm,5.0
TIL012,Tile Spacers 3mm,1.0
TIL015,Tile Adhesive 1952 White-kalekim 25KkgAREN,20.0
TOI003,Toilet Screws 3,4.0
TOW010,Tower Bolt China 3,50.0
TOW011,Tower Bolt China 4,0.0
TOW012,Tower Bolt China 6,1.0
TRA009,Transport,366.0
TRI004,Tri Square 8,2.0
TRO001,Tronic Led Fitting 4ft,0.0
TRO003,Trowel China 8,4.0
TRO004,Trowel China 6,3.0
TRO007,Trowel Jk Medium,0.0
TRO008,Trowel Jk Small,1.0
TRO010,Tronic Led Fitting 2ft,0.0
TRO011,Tronic Led Tube 2ft,0.0
TRO013,Trowel Rubber Handle,0.0
TRU002,Trunking 25x40,8.0
TUB003,Tube 11/2x11/2x16g,107.0
TUB004,Tube 11/2x11/2x18g(0.8mm),11.0
TUB006,Tube 11/2x1x16g,56.0
TUB007,Tube 11/2x1x18g,40.0
TUB008,Tube 11/4x11/4x16g,10.0
TUB009,Tube 11/4x11/4x18g,2.0
TUB010,Tube 1x1x14g,10.0
TUB011,Tube 1x1x16g,59.0
TUB014,Tube 2x1x16g,58.0
TUB015,Tube 2x1x18g,6.0
TUB017,Tube 2x2x14g,1.0
TUB018,Tube 2x2x16g,165.0
TUB019,Tube 2x2x18g,12.0
TUB020,Tube 3/4x3/4x16g,120.0
TUB021,Tube 3/4x3/4x18g(0.8mm),2.0
TUB024,Tube 3x2x3mm,1.0
TUB028,Tube 3x3x3mm,3.0
TUB031,Tube 4x2x2.5mm,5.0
TUB033,Tube 4x2x3mm,1.0
TUB035,Tube 4x4x2.5mm,1.0
TUB042,Tube 6x4x3mm,5.0
TUB045,Tube 2x2x1.2mm,7.0
TUB046,Tube 4x4x4mm,5.0
TUB047,Tube 2x1x18g(0.8mm)Non structural,0.0
TUR001,Turpentine Glory 1l,1.0
TUR002,Turpentine Glory 5l,6.0
UND002,Undertaker 1l,20.0
UND003,Undertaker 250ml,3.0
USP003,USPRO Foam DLG,3.0
USP004,USPRO Foam Sista,19.0
WAL007,Wall Plug 10mm,2.0
WAL009,Wall Plug 6mm,21.0
WAL010,Wall Plug 8mm,6.0
WAL011,Wall Plug Pcs,50.0
WAL014,Wall Tap Short Neck,3.0
WAL015,Wall Tap Long Neck,2.0
WAR001,Warning Tape Red,2.0
WAT002,Water Heater Switch 45a Gold,2.0
WAT010,Waterproof Mzito Powder,20.0
WAT013,Waterproof Sikalite,260.0
WAT014,Waterproof Sikalite 25l-plastocrete,1.0
WAT015,Waterproof Socket Single,0.0
WAT017,Waterproof Switch,1.0
WAT028,Water Heater Switch 45A,1.0
WD4002,Wd40 250ml,2.0
WEL004,Welding Googles,1.0
WEL005,Welding Holder,1.0
WEL009,Welding Rods Simba,249.75
WHE003,Wheelbarrow H/G,6.0
WHE005,Wheelbarrow Super H/G,9.0
WHE009,Wheelbarrow Wheel Tuktuk,0.0
WHI005,White Spirit 5l Glory,24.0
WHI006,White Spirit Crown 1l,3.0
WHI007,White Spirit Crown 5l,12.0
WHI008,White Spirit Glory 1l,17.0
WIN001,Window Fastener,14.0
WIN005,Window Stay,12.0
WIN007,Window Stay Kent,2.0
WIN008,Drawer Handle Silver 8,0.0
WIN009,Drawer Handle Gold 8,0.0
WIR001,Wire Brush,99.0
WIR002,Wire Mesh H/G,19.0
WIR004,Wire Mesh M/G,10.0
WOO006,Wood Filla Mahogany,9.0
WOO007,Wood Filla Pine,1.0
YEL001,Yellow Oxide 1kg,0.0
ZED001,Zed 1,0.0
ZED002,Zed 3/4,2.0
