code,description,qty_out
GI 076,Gi Stand Pipe 1/2x2ft,1.0
GI 077,Gi Stand Pipe 1/2x3ft,1.0
GI 088,Gi Tee 3/4,0.0
GI 089,Gi Union 1,3.0
GI 090,Gi Union 1/2,3.0
GI 092,Gi Union 11/4,0.0
GI 095,Gi Union 3/4,4.0
GLA010,Glass Cutter H/G,6.0
GLO004,Gloves Leather H/G,28.0
GLO005,Gloves Leather Hg 14',0.0
GLO007,Gloves Rubber H/G,92.0
GLO008,Gloves Rubber L/G,4.0
GOO001,Gauze Wire Mtrs,117.0
GOO002,Gauze Wire Roll,4.0
GRE002,Grey Oxide Powder 1kg,3.0
GRE003,Green Oxide 1kg,12.0
GRO001,Grout 1kg Beige,17.0
GRO002,Grout 1kg Cream,8.0
GRO015,Grout 1kg Grey-Fuga,204.0
GRO016,Grout 1kg White-Fuga,138.0
GUM004,Gumboot No 6,5.0
GUM005,Gumboot No 7,8.0
GUM006,Gumboot No 8,22.0
GUM007,Gumboot No 10,5.0
GUM008,Gumboot No 9,10.0
GUM009,Gumboot H/G No 6,1.0
GUM011,Gumboot H/G No 8,1.0
GUM012,Gumboot H/G No 9,1.0
GUT001,Gutter Angle,2.0
GUT002,Gutter Bracket,131.0
GUT003,Gutter Connector,12.0
GUT008,Gutter Metro,30.0
GUT010,Gutter Rain,2.0
GUT012,Gutter Stop End,57.0
GUT014,Gutters Outlet,12.0
GYP002,Gypsum Angle Line,20.0
GYP006,Gypsum Board Hada,1633.0
GYP008,Gypsum Board Moist Resistant,115.0
GYP011,Gypsum Channel,2710.0
GYP012,Gypsum Cornice-Plain,269.0
GYP013,Gypsum Corner Bead,256.0
GYP016,Gypsum Fibre Tape,219.0
GYP018,Gypsum Filler Italtex,0.0
GYP020,Gypsum Knife,2.0
GYP021,Gypsum Powder 1kg,125.0
GYP022,Gypsum Powder 25kg,191.0
GYP025,Gypsum Screws 1 *1000pcs -Blue esKseAnRtiEaNl,135.0
GYP026,Gypsum Screws 1 Pkt,40.0
GYP027,Gypsum Screws 11/2 Pkt,35.0
GYP028,Gypsum Screws 11/4 Pkt,33.0
GYP029,Gypsum Screws 2 Pkt,23.0
GYP030,Gypsum Screws 3/4 Pkt,2.0
GYP032,Gypsum Screws Assorted,854.0
GYP034,Gypsum Stud,3639.0
GYP036,Gypsum Board Thumb 9mm,137.0
GYP037,Gypsum Screws 1 *1000pcs,20.0
GYP038,Gypsum Cornice-Flowered,159.0
HAC001,Hacksaw Blade,1551.0
HAC005,Hacksaw Frame J/K,7.0
HAC006,Hacksaw Frame Orange,15.0
HAM001,Hammer Jk,17.0
HAM002,Hammer Metal,8.0
HAM003,Hammer Rubber 29mm,26.0
HAN003,Handsaw 16,15.0
HAN006,Hard Broom With Handle,65.0
HAN007,Hard Broom Without Handle,46.0
HAN008,Handsaw 16 -Metallic,10.0
HAS001,Hasp & Staple 2,4.0
HAS002,Hasp & Staple 21/2,8.0
HAS003,Hasp & Staple 3,5.0
HAS004,Hasp & Staple 4,1.0
HAS005,Hasp Juakali,57.0
HEL001,Helmets Red,38.0
HEL002,Helmets Blue,11.0
HEL003,Helmets white,29.0
HEL004,Helmets yellow,62.0
HEM001,Hemp,16.0
HIL002,Hilt Bit 12mm,2.0
HIL003,Hilt Bit 14mm,1.0
HIL004,Hilt Bit 16mm,0.0
HIL006,Hilt Bit 8mm,1.0
HIL007,Hilt Bit 10MM,1.0
HIN002,Hinges 1.5- Pairs,44.0
HIN003,Hinges 2- Pairs,4.0
HIN004,Hinges 2.5- Pairs,0.0
HIN005,Hinges 3- Pairs,47.0
HIN006,Hinges 4- Pairs,50.0
HIN009,Hinges Butterfly,2.0
HIN015,Hinges Oxford Brass,64.0
HIN016,Hinges Oxford Silver,29.0
HOO003,Hoop Iron Roll,1348.0
HOS003,Hose Clip 2,0.0
HOS005,Hose Clip Hd 1,4.0
HOS006,Hose Clip Hd 1/2,1.0
HOS007,Hose Clip Hd 3/4,4.0
HOS011,Hose Pipe Braided 1/2x30m,1.0
HOS012,Hose Pipe Braided 1/2x50m,5.0
HOS013,Hose Pipe Braided 1x30m,2.0
HOS014,Hose Pipe Braided 1x50,3.0
HOS015,Hose Pipe Braided 3/4x30m,9.0
HOS016,Hose Pipe Braided 3/4x50m,12.0
HOS017,Hose Pipe Clear 1/2x120ft,2.0
HOS018,Hose Pipe Clear 1/2x60ft,11.0
HOS019,Hose Pipe Clear 1/4 X 50 Roll(s),18.0
HOS020,Hose Pipe Clear 1/4 (Mtrs),82.0
HOS022,Hose Pipe Clear 3/4x60ft,3.0
IND003,Industrial Socket Two Phase,1.0
INS001,Insulating Tape Black Big,87.0
INS002,InsulatingTape Black Small,70.0
INS004,Insulating Tape Yellow Big,2.0
INS008,Insulating Tape White Big,9.0
INS012,Instant Shower Ener 4t,11.0
INS015,Instant Shower Lorenzeti,1.0
INS018,Insulating Tape Green Big,5.0
INS019,Insulating Tape Red Big,14.0
JEM002,Jembe 2.5LB,14.0
JEM003,Jembe 2LB,17.0
JEM004,Jembe 3LB,9.0
JEM005,Jembe Handle,170.0
JIG001,Jigsaw Blade,1.0
JUM001,Jumbo Tank 10000l,5.0
JUM002,Jumbo Tank 1000l,10.0
JUM005,Jumbo Tank 1500l,0.0
JUM006,Jumbo Tank 2000l,3.0
JUM009,Jumbo Tank 2500l,2.0
JUM010,Jumbo Tank 3000l,2.0
JUM014,Jumbo Tank 5000l,10.0
JUM015,Jumbo Tank 500l,2.0
JUM017,Jumbo Tank Rect 1000l,3.0
JUM019,Jumbo Tank Rect 500l,2.0
KEN001,KenSeal4KG,2.0
KHA003,KHAKI BAG NO 1/2,2.0
KIF001,Kifagio Big,30.0
KIT010,Kitchen Sink Pamofit DB/SD,1.0
KUK002,Kuku Net Mtrs,7.0
LEA003,Leaf Rake Plastic Big,5.0
LEA004,Leaf Rake Plastic Medium,1.0
LIM001,Lime 25kg,96.0
LIP002,Lipping Cherry Roll,0.0
LIP004,Lipping Mtrs,80.0
LOC002,Lock Flyglobe Gold,3.0
LOC003,Lock Flyglobe Silver,4.0
LOC004,Lock Moment,8.0
LOC006,Lock Union 2lever Silver,1.0
LOC010,Lock Union Dead 3lever,3.0
LOC011,Lock Wista W-20188,1.0
LOC012,Lock Union 2lever brass/gold,14.0
LOC013,Lock Wista W-23615,4.0
LOC015,Lock Wista W-20252,0.0
LOO001,Looping Boxes,0.0
LOR001,Lordex 1kg,6.0
LOR002,Lordex 300g,12.0
MAC001,Machine Oil,2.0
MAC002,Machine Screw 2ba pcs,0.0
MAC004,Machine Screw 4ba,2.0
MAC005,MACHINE SCREW 2BA PKT,3.0
MAG001,Magic Connector 11/2 CHROME,3.0
MAG002,Magic Connector 11/4 CHROME,3.0
MAG004,Magnetic Socket 10mm,3.0
MAG005,Magnetic Socket 8mm,19.0
MAH001,Mahogany Spirit Stain,1.0
MAH004,Orion Mahogany Varnish1 l,0.0
MAL001,Malpha Bit,1.0
MAL003,Malpha Hinges Hydraulic,55.0
MAN001,Manhole Cover 12x12,41.0
MAN002,Manhole Cover 15x15,21.0
MAN003,Manhole Cover 18x18,51.0
MAN004,Manhole Cover 18x24,84.0
MAN005,Manhole Cover 24x24,1.0
MAN007,Manilla Roll 100m,29.0
MAN008,Manilla Roll 500m,18.0
MAN009,Manilla Rope 10mm- Mtrs,258.5
MAN013,Manilla Rope 18ply,110.0
MAN014,Manilla Rope 42ply,66.0
MAN017,Manilla Roll 1000m,132.0
MAN020,Manilla rope 10mm roll,1.0
MAN021,Manilla Rope 6mm Rolls,0.0
MAN022,Manilla Rope 8mm Rolls,0.0
MAN023,Manilla Rope 12mm Rolls,0.0
MAR001,Marine Board- Tywood,3494.0
MAR002,Marine Board-Zurkit 16mm,565.0
MAR003,Marine Board-Zurkit 18mm,967.0
MAS002,"Masking Tape Welfast 1.5""",2.0
MAS006,"Masking Tape Welfast 1""",258.0
MAS008,"Masking Tape Welfast 2""",121.0
MAS010,Mason Bit 10mm,6.0
MAS011,Mason Bit 12mm,2.0
MAS014,Mason Bit 6mm,32.0
MAS015,Mason Bit 8mm,17.0
MAS016,Mason Chisel Flat,17.0
MAS017,Mason Chisel Pointed,68.0
MAS019,Mason Hammer 2.5lb,19.0
MAS020,Mason Hammer 2lb,16.0
MAS021,Mason Hammer 3lb,25.0
MAS022,Mason Square 24,0.0
MAS024,Mason Square Black,5.0
MAS025,"Masking Tape 1""X20mts",0.0
MAS026,"Masking Tape 2""X20mts",0.0
MAT001,Mattock Combined,87.0
MCB001,Mcb 63 A D/Pole,0.0
MCB004,MCB 10 AMP,1.0
MCB005,MCB 16 AMP,0.0
MCB006,Mcb 63 A S/Pole,1.0
MDF001,Mdf Board Beech,0.0
MDF002,Mdf Board Cherry,0.0
MDF005,Mdf Board Plain,1.0
MDF007,Mdf Board White,6.0
MDF008,Mdf Ply Plain,0.0
MDF009,Mdf Ply White,0.0
MDF012,Mdf Screws 1 Pkt,18.0
MDF013,Mdf Screws 1/12 Pkt,22.0
MDF014,Mdf Screws 11/4 Pkt,21.0
MDF015,Mdf Screws 2 Pkt,39.0
MDF017,Mdf Screws 3 Pkt,10.0
MDF018,Mdf Screws 3/4 Pkt,11.0
MET006,Meter Box Powdered 13X13,2.0
MET008,Meter Liner,1.0
MET009,Metro Glue 250gms,16.0
MIN001,Mini Trunking,28.0
MIR001,Mirror Screws Pcs,520.0
MOP003,Mop Bucket,1.0
MOP006,Mop Teepee,19.0
MUL001,Multi Plug,0.0
NAI001,Nails 1'- Kgs,17.5
NAI002,Nails 1.5'- Kgs,78.2
NAI003,Nails 2'- Kgs,361.25
NAI004,Nails 2.5'- Kgs,278.0
NAI005,Nails 3'- Kgs,1575.0
NAI006,Nails 4'- Kgs,1861.75
NAI007,Nails 5'- Kgs,168.0
NAI011,Nails Bag 2,18.0
NAI012,Nails Bag 2.5,12.0
NAI013,Nails Bag 3,127.0
NAI014,Nails Bag 4,172.0
NAI015,Nails Bag 5,8.0
NAI016,Nails Bag 6,3.0
NAI018,Nails Bag Ceiling 1.5,0.0
NAI019,Nails Bag Panel Pins 1,5.0
NAI020,Nails Bag Panel Pins 1.5,1.0
NAI023,Nails Ceiling 1.5,14.25
NAI024,Nails Panel Pins 1,2.25
NAI025,Nails Panel Pins 1.5,27.75
NAI027,Nails Polished Bag 1.5,0.0
NAI029,Nails Roofing Bag,5.0
NAI030,Nails Roofing Kgs,201.0
NAI031,Nails U Bags,3.5
NAI032,"Nails Polished Bag 1""",1.0
NAI034,"Nails Bag 1.5""",2.0
NAI035,Nails U Kgs,23.0
NON002,Non Return Valve 1 pegler,7.0
NON003,Non Return Valve 1/2 Pegler,1.0
NON006,Non Return Valve 3/4 Pegler,3.0
NYU001,Nyumba Cement,1400.0
OLD001,Old News Papers,18.0
ORI002,Orion Clear Varnish 1l,6.0
PAC001,Packing Tape Clear,4.0
PAD001,Padbolt 6,36.0
PAD002,Padbolt China,8.0
PAD004,Padbolt Jk Big,22.0
PAD005,Padbolt Jk Small,1.0
PAD006,Padbolt Juakali-Shiny,19.0
PAD009,Padlock Mindy 70mm,6.0
PAD015,Padlock Tri Circle 261,0.0
PAD016,Padlock Tri Circle 262,24.0
PAD017,Padlock Tri Circle 263,19.0
PAD018,Padlock Tri Circle 264,26.0
PAD019,Padlock Tri Circle 265,29.0
PAD020,Padlock Tri Circle 266,12.0
PAD021,Padlock Mindy 60mm,13.0
PAD022,Padlock Mindy 50mm,10.0
PAI002,Paint Roller 4,25.0
PAI004,Paint Roller 9,190.0
PAN001,Panga,9.0
PAN002,Panga H/G,26.0
PAT001,Pattress Double Deep,22.0
PAT003,Pattress Single Deep,23.0
PAT004,Pattress Single Shallow,2.0
PAT005,Pattex PL100,4.0
PAT006,Pattex PL-150,7.0
PED001,Pedrallo Pump 0.5hp,3.0
PED002,Pedrallo Pump 1hp,1.0
PIL003,Pillar Tap Basin Type,8.0
PIL006,Pillar Tap Sprout,0.0
PIP001,Pipe Wrench 10,5.0
PIP002,Pipe Wrench 12,2.0
PIP003,Pipe Wrench 14,4.0
PLA001,Plain Sheet Roll 30g,11.0
PLA002,Plain Sheet Roll 32g,5.0
PLA004,Plascon Ext Clear 5l,4.0
PLA007,Plascon Int Clear 1l,0.0
PLA008,Plascon Int Clear 5l,3.0
PLA010,Plascon Int Mahogany 5l,2.0
PLA016,Plain sheet 30g mtrs,135.0
PLA017,Plain sheet 32g mtrs,34.5
PLI001,Pliers H.G,8.0
PLI003,Pliers Red,10.0
PLU001,Plumb Line,10.0
PLY001,Plywood 3mm,106.0
PLY002,Plywood 6mm,161.0
PLY003,Plywood 9mm,14.0
POL003,Polythene Black 15kg,147.0
POL004,Polythene Black 20kg,111.0
POL005,Polythene Black Mtrs,524.0
POL006,Polythene Clear Mtrs,60.0
POL007,Polythene Clear Roll,7.0
PON001,Ponal Glue 1/2l,15.0
PON002,Ponal Glue 1/4l,14.0
PON003,Ponal Glue 1l,10.0
PON005,Ponal Glue 4l,4.0
POP005,Pop Up Waste Chrome 11/4,0.0
POU001,Poultry Mesh Blue,1.0
POU002,Poultry Mesh Green,1.0
PPR001,Ppr Ball Cork 20mm,1.0
PPR002,Ppr Ball Cork 25mm,8.0
PPR003,Ppr Ball Cork 32mm,0.0
PPR004,Ppr Ball Cork 40mm,0.0
PPR006,Ppr Ball Cork 63mm,0.0
PPR007,Ppr Cup 20mm,5.0
PPR008,Ppr Cup 25mm,25.0
PPR009,Ppr Cup 32mm,7.0
PPR010,Ppr Cup 40mm,0.0
PPR012,Ppr Cup 63mm,0.0
PPR013,Ppr Double Elbow 25x1/2,0.0
PPR014,Ppr Elbow 20mm,33.0
PPR015,Ppr Elbow 20mm *45',11.0
PPR016,Ppr Elbow 25mm,775.0
PPR017,Ppr Elbow 25mmx45,94.0
PPR018,Ppr Elbow 32mm,396.0
PPR019,Ppr Elbow 32mm x45,0.0
PPR020,Ppr Elbow 40mm,15.0
PPR021,Ppr Elbow 50mm,6.0
PPR022,Ppr Elbow 63mm,35.0
PPR023,Ppr F/Adapter 20x1/2,5.0
PPR024,Ppr F/Adapter 25x1/2,127.0
PPR025,Ppr F/Adapter 25x3/4,97.0
PPR026,Ppr F/Adapter 32x1,45.0
PPR027,Ppr F/Adapter 32x3/4,9.0
PPR028,Ppr F/Adapter 40x11/4,1.0
PPR029,Ppr F/Adapter 50x11/2,0.0
PPR030,Ppr F/Adapter 63x2,0.0
PPR031,Ppr F/Elbow 20x1/2,10.0
PPR032,Ppr F/Elbow 25x1/2,204.0
PPR033,Ppr F/Elbow 25x3/4,50.0
PPR034,Ppr F/Elbow 32x1,10.0
PPR036,Ppr F/Elbow 32x3/4,7.0
PPR039,Ppr F/Tee 20x1/2,2.0
PPR040,Ppr F/Tee 25x1/2,7.0
PPR041,Ppr F/Tee 25x3/4,11.0
PPR042,Ppr F/Tee 32x1,2.0
PPR043,Ppr F/Tee 32x3/4,3.0
PPR045,Ppr F/ Thread Union 1,3.0
PPR047,Ppr Gate Valve 20mm,2.0
PPR049,Ppr Gate Valve 32mm,1.0
PPR050,Ppr M/Adapter 20x1/2,21.0
PPR051,Ppr M/Adapter 25x1/2,130.0
PPR052,Ppr M/Adapter 25x3/4,157.0
PPR053,Ppr M/Adapter 32x1,117.0
PPR054,Ppr M/Adapter 32x1/2,0.0
PPR055,Ppr M/Adapter 32x3/4,15.0
PPR056,Ppr M/Adapter 40x11/4,18.0
PPR057,Ppr M/Adapter 50x11/2,7.0
PPR058,Ppr M/Adapter 63x2,0.0
PPR059,Ppr M/Elbow 20x1/2,5.0
PPR060,Ppr M/Elbow 25x1/2,18.0
PPR061,Ppr M/Elbow 25x3/4,2.0
PPR062,Ppr M/Elbow 32x1,0.0
PPR063,Ppr M/Elbow 32x3/4,1.0
PPR065,Ppr M/Elbow 50x11/2,2.0
PPR066,Ppr M/Tee 20x1/2,0.0
PPR067,Ppr M/Tee 25x1/2,1.0
PPR068,Ppr M/Tee 25x3/4,0.0
PPR069,Ppr M/Tee 32x1,8.0
PPR070,Ppr M/Tee 32x3/4,1.0
PPR072,Ppr M/Thread Union 1,13.0
PPR074,Ppr M/Thread Union 3/4,9.0
PPR075,Ppr Machine H/G,0.0
PPR076,Ppr Overbend 25mm,32.0
PPR078,Ppr Pipe 20mm,6.0
PPR084,Ppr Pipe Danco 20mm,1.0
PPR085,Ppr Pipe Danco 25mm,450.0
PPR086,Ppr Pipe Danco 32mm,171.0
PPR087,Ppr Pipe Danco 40mm,33.0
PPR088,Ppr Pipe Danco 50mm,5.0
PPR092,Ppr Pipe Metro 32mm,9.0
PPR093,Ppr Pipe Metro 40mm,1.0
PPR094,Ppr Pipe Metro 50mm,0.0
PPR096,Ppr Pipe Roll 20mm-DANCO,5.0
PPR098,Ppr Pipe Roll 32mm,0.0
PPR100,Ppr Pipe Roll Danco 25mm,6.0
PPR101,Ppr Pipe Roll Danco 32mm,1.0
PPR105,Ppr Plug 20mm,18.0
PPR107,Ppr Red/Socket 25x20,164.0
PPR108,Ppr Red/Socket 32x20,0.0
PPR109,Ppr Red/Socket 32x25,64.0
PPR111,Ppr Red/Socket 40x32,7.0
PPR113,Ppr Red/Socket 50x25,6.0
PPR114,Ppr Red/Socket 50x32,1.0
PPR117,Ppr Red/Socket 63x32,2.0
PPR120,Ppr Red/Tee 20x25,2.0
PPR121,Ppr Red/Tee 32x20,0.0
PPR122,Ppr Red/Tee 32x25,25.0
PPR124,Ppr Red/Tee 40x32,13.0
PPR125,Ppr Socket 20mm,37.0
PPR126,Ppr Socket 25mm,491.0
PPR127,Ppr Socket 32mm,301.0
PPR128,Ppr Socket 40mm,26.0
PPR130,Ppr Socket 63mm,16.0
PPR135,Ppr socket 50mm,0.0
PPR137,Ppr Tee 20mm,11.0
PPR138,Ppr Tee 25mm,409.0
PPR139,Ppr Tee 32mm,148.0
PPR140,Ppr Tee 40mm,7.0
PPR141,Ppr Tee 50mm,2.0
PPR142,Ppr Tee 63mm,2.0
PPR143,Ppr Thread Union 20mm,2.0
PPR144,Ppr Thread Union 25mm,4.0
PPR147,Ppr Union 20mm,8.0
PPR148,Ppr Union 25mm,25.0
PPR149,Ppr Union 32mm,42.0
PPR150,Ppr Union 40mm,5.0
PPR151,Ppr Union 50mm,1.0
PPR153,Ppr clip 20mm,0.0
PPR154,Ppr clip 32mm,0.0
PPR155,Ppr Pipe Danco 63mm,9.0
PPR158,Ppr F/Thread Union 3/4,6.0
PUM001,Pump Control Auto,6.0
PUT003,Putty Premium in Kgs,100.25
PUT004,Putty Premium Buckets- 40kgs,88.0
PVC001,Pvc Bend 11/2x45,130.0
PVC002,Pvc Bend 11/2x90,333.0
PVC003,Pvc Bend 11/4x45,31.0
PVC004,Pvc Bend 11/4x90,20.0
PVC005,Pvc Bend 2x45,155.0
PVC006,Pvc Bend 2x90,281.0
PVC007,Pvc Bend 3x45,10.0
PVC008,Pvc Bend 3x90,107.0
PVC009,Pvc Bend 4x45,137.0
PVC010,Pvc Bend 4x90,228.0
PVC011,Pvc Bend 6x45,13.0
PVC012,Pvc Bend 6x90,40.0
PVC013,Pvc Bend 8x90,0.0
PVC014,Pvc Boss Connector 4x11/2,2.0
PVC015,Pvc Boss Connector 4x11/4,0.0
PVC016,Pvc Boss Connector 4x2,34.0
PVC019,Pvc Cross Tee 4,1.0
PVC020,Pvc Flex Bend 4,19.0
PVC022,Pvc Floor Trap 4way,284.0
PVC023,Pvc Floor Trap 1Way,44.0
PVC025,Pvc Floor Trap Cover,3.0
PVC026,Pvc Full Bora 4,15.0
PVC027,Pvc Gulley Trap 2,11.0
PVC028,Pvc Gulley Trap 4,28.0
PVC031,Pvc Inspection Bend 4,27.0
PVC032,Pvc Inspection Tee 4,1.0
PVC034,Pvc Plug 11/2,34.0
PVC035,Pvc Plug 11/4,3.0
PVC036,Pvc Plug 2,113.0
PVC037,Pvc Plug 3,25.0
PVC038,Pvc Plug 4,37.0
PVC039,Pvc Plug 6,8.0
PVC053,Pvc Reducer 11/2x11/4,7.0
PVC054,Pvc Reducer 2x11/2,19.0
PVC055,Pvc Reducer 2x11/4,1.0
PVC056,Pvc Reducer 3x2,50.0
PVC057,Pvc Reducer 4x2,37.0
PVC058,Pvc Reducer 4x3,29.0
PVC059,Pvc Reducer 6x4,6.0
PVC062,Pvc Socket 4,24.0
PVC063,Pvc Socket 6,2.0
PVC064,Pvc Tee 11/2,61.0
PVC065,Pvc Tee 11/4,4.0
PVC066,Pvc Tee 2,224.0
PVC067,Pvc Tee 3,22.0
PVC068,Pvc Tee 4,50.0
PVC069,Pvc Tee 6,12.0
PVC072,Pvc Vent Core 2,2.0
PVC073,Pvc Vent Core 3,2.0
PVC074,Pvc Vent Core 4,11.0
PVC076,Pvc W/Pipe Brown 4,67.0
PVC077,Pvc W/Pipe Grey 11/2,44.0
PVC078,Pvc W/Pipe Grey 11/4,7.0
PVC079,Pvc W/Pipe Grey 2,68.0
PVC080,Pvc W/Pipe Grey 3,86.0
PVC081,Pvc W/Pipe Grey 4,105.0
PVC082,Pvc W/Pipe Grey 6,30.0
PVC083,Pvc W/Pipe Grey 8 pm,8.0
PVC085,Pvc W/Pipe Metro 11/2,102.0
PVC086,Pvc W/Pipe Metro 2,150.0
PVC087,Pvc W/Pipe Metro 3,86.0
PVC088,Pvc W/Pipe Metro 4,181.0
PVC089,Pvc W/Pipe Metro 6,33.0
PVC093,Pvc W/Pipe Pm 4,99.0
PVC094,Pvc Y Tee 4,5.0
PVC096,"Pvc W/Pipe Metro 11/4""",19.0
R,P001 R Pipe 11/2x16g,115.5
R 1001,R 10- 1/2 length,14.0
R 1003,R 16,1.5
R 1004,R 16 Ft,88.0
R 6001,R 6,59.0
R/S001,R/S Box Charcoal Grey 2.5m,27.0
R/S002,R/S Box Charcoal Grey 3m,50.0
R/S003,R/S Box Clear 2.5m,0.0
R/S004,R/S Box Clear 2m,0.0
R/S005,R/S Box Clear 3m,20.0
R/S013,R/S Clear 3m,31.0
R/S014,R/S Maisha 2.5x30g,61.0
R/S015,R/S Maisha 2.5x32g,195.0
R/S016,R/S Maisha 2x30g,59.0
R/S017,R/S Maisha 2x32g,68.0
R/S018,R/S Maisha 3x30g,129.0
R/S019,R/S Maisha 3x32g,177.0
RAK002,Rake 12,0.0
RAK003,Rake 14,1.0
RAK005,Rake Juakali Big,36.0
RAW001,Rawl Bolt M10,16.0
RAW002,Rawl Bolt M12,62.0
RAW003,Rawl Bolt M6,4.0
RAW004,Rawl Bolt M8,71.0
RAZ001,Razor Wire,1.0
RED001,Red Oxide 1kg,39.0
REF001,Reflector Vest,159.0
RID002,Ridges 30g,0.0
RID003,Ridges 32g,3.0
RIV003,Rivet Pcs,36.0
RIV004,Rivets 3/4,231.0
ROA001,Road Channel,0.0
ROO002,Roofing Bolt 11/2,0.0
ROO004,Roofing Bolt 2.5,0.0
ROO008,Roofing Insulation 3mm-Roll,3.0
ROO009,Roofing Insulation 5mm-Roll,1.0
ROO010,Roofing Screw 1,4.0
ROO011,Roofing Screw 11/2,7.0
ROO013,Roofing Washers,75.0
ROO014,Roofing Screw 2,2.0
ROO015,Roofing Bolt 2,2.0
ROU003,Round Covers Black Large,0.0
ROU004,Round Covers Black Small,6.0
ROU005,Round Covers White Large,0.0
ROU007,Round File,5.0
RSB001,R/S Box charcoal grey 2m,6.0
SAC001,Sacks,285.0
SAD001,Saddle Clips 1,5.0
SAD003,Saddle Clips 1/2,94.0
SAD004,Saddle Clips 11/2,8.0
SAD005,Saddle Clips 2,52.0
SAD006,Saddle Clips 3,26.0
SAD007,Saddle Clips 3/4,199.0
SAD008,Saddle Clips 4,61.0
SAF001,Safety Gloves,79.0
SAH001,Sahara Filler,6.0
SAN006,Sand Paper P100 Roll,13.0
SAN007,Sand Paper P120 Roll,21.0
SAN008,Sand Paper P36 Roll,0.0
SAN009,Sand Paper P40 Roll,1.0
SAN010,Sand Paper P60 Roll,3.0
SAN011,Sand Paper P80 Roll,9.0
SAN015,Sanding Disk 4,4.0
SAN016,Sanding Disk 7,7.0
SAN017,Sand Paper Water Proof,63.0
SAN018,Sand Paper P100 Ft,413.0
SAN019,Sand Paper P120 Ft,590.5
SAN020,Sand Paper P36 Ft,2.0
SAN021,Sand Paper P40 Ft,62.0
SAN022,Sand Paper P60 Ft,87.0
SAN023,Sand Paper P80 Ft,301.0
SCR001,Scrapper 1,2.0
SCR003,Scrapper 2,18.0
SCR005,Scrapper 3,35.0
SCR006,Scrapper 4,16.0
SCR008,Screw Driver Combined,9.0
SCR009,Screw Driver Flat,1.0
SCR011,Screw Driver Star,9.0
SCR015,Screwdriver Flat 3*75 Fixtec,0.0
SCR024,Screwdriver Star 3*75 Fixtec,2.0
SEA003,Seat Cover H/G,2.0
SEL002,Self Tapping Screws 1.5,16.0
SEL003,Self Tapping Screws 2,15.0
SEL004,Counter Sank screw 2,9.0
SEL005,Counter Sank screw 11/2,11.0
SEL006,"Self Tapping Screws 1""",10.0
SEL007,Self Tapping Screws 3/4,9.0
SEN001,Motion Sensor,1.0
SHA001,Shallow Drain,0.0
SHE001,Shears Adjustable H/G,5.0
SHE003,Shears Fixed,8.0
SHE005,Shelf Bracket 8x10,6.0
SHE014,Orion Shellac Heavy 1/2L,6.0
SHO001,Shoe Tacks 1,0.0
SHO002,Shoe Tacks 1/2,0.0
SHO003,Shoe Tacks 3/4,1.0
SHO005,Lirlee Arabic Shower-LR9217,2.0
SHO008,Shower Head,0.0
SID001,Side Slabs,8.0
SIK001,SikaMonoTop-4012-25kg,2.0
SIL001,Silicon Gun,3.0
SIL002,Silicon Gun Sausage,3.0
SIL003,Silicon Hi Tech Black,17.0
SIL004,Silicon Hi Tech Clear,19.0
SIL010,Silicon Sausage Clear,28.0
SIL011,Silicon Sausage White,5.0
SIL013,Silicon Tube Black,48.0
SIL014,Silicon Tube Clear,158.0
SIL015,Silicon Tube White,17.0
SIL017,Silicon Sausage Black,24.0
SIM001,Simba Cement,133005.5
SIN004,Single Socket,6.0
SIS002,Sisal Rope Small,46.0
SIS003,Sisal Twine 1kg,1.0
SLA001,Slasher,26.0
SLE001,Sledge Hammer 10lb,3.0
SLE002,Sledge Hammer 12lb,10.0
SLE003,Sledge Hammer 14lb,4.0
SLE004,Sledge Hammer 6lb,0.0
SLE005,Sledge Hammer 8lb,0.0
SOA001,Soap Dish Silver,2.0
SOC001,Socket Double Gold,7.0
SOC002,Socket Single Black,4.0
SOC009,Tronic Socket Double,6.0
SOC013,Socket Double,7.0
SOF001,Soft Board White,0.0
SOF003,Soft Broom With Handle,47.0
SOF004,Soft Broom Without Handle,9.0
SOL001,Solai Clear Varnish,4.0
SPA001,Spade Imported,231.0
SPA007,Spanner Combined 17,0.0
SPA010,Spanner Fix 14x15,3.0
SPA011,Spanner Fix 16x17,1.0
SPA014,Spanner Ring 10x11,1.0
SPA015,Spanner Ring 12x13,7.0
SPA016,Spanner Ring 14x15,2.0
SPA017,Spanner Ring 16x17,7.0
SPI001,Spirit Level 10,1.0
SPI002,Spirit Level 12,2.0
SPI007,Spirit Level Magnetic 12,4.0
SPR002,Spray Paint Blue,3.0
SPR003,Spray Paint Chrome MAXIMA,2.0
SPR004,Spray Paint Black MAXIMA,2.0
SPR005,Spray Paint White- MAXIMA,13.0
SPR007,Spray Paint Matt Black,10.0
SPR008,Spray Paint Red-MAXIMA,4.0
SPR010,Spray Paint Chrome,1.0
SPR011,Spray Paint Gold,1.0
SPR015,Sprinkler Head,2.0
SPR016,Sprinkler Juakali,3.0
SPR020,Spray Paint Grey,10.0
SPR022,Spray Paint Yellow MAXIMA,4.0
SPR023,Spray Paint Asmaco- Matt Black,11.0
SPR024,Spray Paint Asmaco-Silver,3.0
SPR025,Sprinkler 3 arms-schneeberg,2.0
SQU001,Squeezer,2.0
