code,description,qty_out
STA008,Stand Pipe 3ft,4.0
STA009,Standard Thinner Crown 1l,1.0
STA010,Standard Thinner Crown 5l,20.0
STA011,Standard Thinner Glory 1l,62.0
STA012,Standard Thinner Glory 5l,53.0
STA015,Star Bit,39.0
STE001,Steel Float Trowel Yellow,11.0
STE002,Steel Nails Pcs,442.0
STE003,Steel Nails Pkt 1,74.0
STE004,Steel Nails Pkt 1.5,49.25
STE005,Steel Nails Pkt 2,145.5
STE006,Steel Nails Pkt 2.5,46.75
STE007,Steel Nails Pkt 3,372.5
STE008,Steel Nails Pkt 4,173.25
STE011,Steel Tape 50m,1.0
STE012,Steel Trowel Rubber Handle,18.0
STE015,Steel Tape,7.0
STO001,Stone 4x9,0.0
STO002,Stone 6x9,4.0
STO006,Stop Cork Cons 1/2 Cobra,11.0
STR003,Strip Connector 30a,2.0
STR005,Stronghold Parquet Crown 1kg,4.0
STR006,Stronghold Parquet Crown 20k,3.0
STR008,Stronghold Parquet Crown 4kg,7.0
STR010,Stronghold T/Adhesive 1kg,3.0
STR011,Stronghold T/Adhesive 25k,3.0
STR012,Stronghold T/Adhesive 4kg,8.0
STY001,Styro Foam 1,22.0
STY002,Styro Foam 1/2,16.0
STY003,Styro Foam 3/4,101.0
SUP001,Super Glue Big,87.0
SUP002,Super Glue Small,5.0
SWI001,Tronic Switch 1 Gang,6.0
SWI002,Switch 2 Gang,2.0
SWI003,Switch 3 Gang,1.0
SWI005,Switch Box Double,645.0
SWI006,Switch Box Single,584.0
T,S001 T Stoppers,80.0
TAN001,Tangit 1000ml,47.0
TAN002,Tangit 100ml,23.0
TAN003,Tangit 250ml,60.0
TAN004,Tangit 500ml,153.0
TAN005,Tangit 50ml,31.0
TAN006,Tank Connector 1,2.0
TAN007,Tank Connector 1/2,0.0
TAN009,Tank Connector 3/4,2.0
TAP001,Tap Garden 1/2,19.0
TAP002,Tap Garden 3/4,13.0
TAP003,Tap Lockable 1/2,0.0
TAP004,Tap Lockable 3/4,5.0
TAP007,Tap Pegler 1/2,14.0
TAP008,Tap Pegler 3/4,10.0
TAP015,Tape Measure 3m,12.0
TAP017,Tape Measure 5m,3.0
TAP018,Tape Measure 7.5m,3.0
TAP019,Tape Measure Steel 100m,10.0
TAP022,Tape Measure Knicker 5M,26.0
TAP025,Tape Measure Knicker 7.5M,18.0
TEE001,Tee 1x1/8,14.0
TEE002,Tee 3/4x1/8,1.0
TEE004,Tee Hinges 4,6.0
TEE005,Tee Hinges 6,12.0
TEE006,Tee Hinges 8,19.0
TES001,Tester Big,5.0
TES003,Tester Small,27.0
THR001,Thread Tape Small,222.0
THR002,Thread Tape Big,169.0
TIE007,Tie Wrap White Pcs,10.0
TIL006,Tile Adhesive Izomix 25kg,1224.0
TIL008,Tile Cutter,6.0
TIL010,Tile Spacers 2.5mm,34.0
TIL011,Tile Spacers 2mm,60.0
TIL012,Tile Spacers 3mm,7.0
TIL015,Tile Adhesive 1952 White-kalekim 25KkgAREN,30.0
TIN002,Tinsnip 10,4.0
TIN004,Tinsnip 8,3.0
TIS006,Tissue Holder N020,0.0
TIS007,Tissue Holder N295b,0.0
TIS009,Tissue Holder NEMSI Black,0.0
TOI003,Toilet Screws 3,19.0
TOI004,Toilet S-Trap,0.0
TOW010,Tower Bolt China 3,50.0
TOW011,Tower Bolt China 4,13.0
TOW012,Tower Bolt China 6,18.0
TOW015,Towel Bar-single,0.0
TRA001,Trans Africa Q35-Hm,0.0
TRA009,Transport,1285.5
TRI001,Tri Square 10,4.0
TRI004,Tri Square 8,4.0
TRO001,Tronic Led Fitting 4ft,0.0
TRO002,Tronic Led Tube 4ft,9.0
TRO003,Trowel China 8,7.0
TRO004,Trowel China 6,4.0
TRO007,Trowel Jk Medium,10.0
TRO008,Trowel Jk Small,12.0
TRO010,Tronic Led Fitting 2ft,0.0
TRO011,Tronic Led Tube 2ft,0.0
TRO013,Trowel Rubber Handle,0.0
TRU002,Trunking 25x40,8.0
TRU004,Trunking 75x50,8.0
TUB001,Tube 1/2x1/2x16g,15.0
TUB002,Tube 11/2x11/2x14g,0.0
TUB003,Tube 11/2x11/2x16g,306.0
TUB004,Tube 11/2x11/2x18g(0.8mm),49.0
TUB006,Tube 11/2x1x16g,116.0
TUB007,Tube 11/2x1x18g,81.0
TUB008,Tube 11/4x11/4x16g,33.0
TUB009,Tube 11/4x11/4x18g,8.0
TUB010,Tube 1x1x14g,11.0
TUB011,Tube 1x1x16g,354.5
TUB012,Tube 1x1x18g,96.0
TUB014,Tube 2x1x16g,123.0
TUB015,Tube 2x1x18g,91.0
TUB017,Tube 2x2x14g,17.0
TUB018,Tube 2x2x16g,372.0
TUB019,Tube 2x2x18g,85.0
TUB020,Tube 3/4x3/4x16g,358.0
TUB021,Tube 3/4x3/4x18g(0.8mm),109.0
TUB022,Tube 3x2X2mm,30.0
TUB023,Tube 3x2x2.5mm,16.0
TUB024,Tube 3x2x3mm,6.0
TUB026,Tube 3x3x2.5mm,0.0
TUB028,Tube 3x3x3mm,8.0
TUB031,Tube 4x2x2.5mm,10.0
TUB033,Tube 4x2x3mm,7.0
TUB035,Tube 4x4x2.5mm,3.0
TUB036,Tube 4x4x3mm,6.0
TUB042,Tube 6x4x3mm,5.0
TUB045,Tube 2x2x1.2mm,7.0
TUB046,Tube 4x4x4mm,16.0
TUB047,Tube 2x1x18g(0.8mm)Non structural,0.0
TUR001,Turpentine Glory 1l,26.0
TUR002,Turpentine Glory 5l,29.0
UND002,Undertaker 1l,76.0
UND003,Undertaker 250ml,10.0
USP001,Uspro Foam Premium 750ml,62.0
USP003,USPRO Foam DLG,6.0
USP004,USPRO Foam Sista,19.0
WAL002,Wall Coping 9,1.0
WAL006,Wall Pass,18.0
WAL007,Wall Plug 10mm,5.0
WAL009,Wall Plug 6mm,32.0
WAL010,Wall Plug 8mm,18.0
WAL011,Wall Plug Pcs,63.0
WAL014,Wall Tap Short Neck,10.0
WAL015,Wall Tap Long Neck,6.0
WAL016,Wall Tap Sprout 1/2,3.0
WAR001,Warning Tape Red,20.0
WAS003,Wash Hand Basin 18x12,0.0
WAS007,Wash Hand Basin Screw,0.0
WAS009,Washers Metal Small,31.0
WAT001,Tronic Water Heater Switch 20A,1.0
WAT002,Water Heater Switch 45a Gold,7.0
WAT005,Water Meter Kent 1/2,2.0
WAT010,Waterproof Mzito Powder,44.0
WAT013,Waterproof Sikalite,1026.0
WAT014,Waterproof Sikalite 25l-plastocrete,25.0
WAT015,Waterproof Socket Single,0.0
WAT017,Waterproof Switch,4.0
WAT023,Waterpump Dayliff 1HP,1.0
WAT028,Water Heater Switch 45A,2.0
WD4002,Wd40 250ml,2.0
WD4003,Wd40 500ml,7.0
WEL004,Welding Googles,5.0
WEL005,Welding Holder,3.0
WEL008,Welding Rods Agi,108.5
WEL009,Welding Rods Simba,802.0
WHE003,Wheelbarrow H/G,21.0
WHE005,Wheelbarrow Super H/G,22.0
WHE007,Wheelbarrow Wheel Big,3.0
WHE009,Wheelbarrow Wheel Tuktuk,6.0
WHI005,White Spirit 5l Glory,61.0
WHI006,White Spirit Crown 1l,14.0
WHI007,White Spirit Crown 5l,44.0
WHI008,White Spirit Glory 1l,76.0
WIN001,Window Fastener,23.0
WIN004,Window Fastener Kent,11.0
WIN005,Window Stay,45.0
WIN007,Window Stay Kent,7.0
WIN008,Drawer Handle Silver 8,0.0
WIN009,Drawer Handle Gold 8,0.0
WIR001,Wire Brush,220.0
WIR002,Wire Mesh H/G,87.0
WIR004,Wire Mesh M/G,118.0
WOO003,Wood Chisel 1/2,3.0
WOO006,Wood Filla Mahogany,19.0
WOO007,Wood Filla Pine,3.0
WOO018,Wood preservative Green 20l,1.0
WOO019,Wood preservative Green 5l,11.0
YEL001,Yellow Oxide 1kg,10.0
ZED001,Zed 1,6.0
ZED002,Zed 3/4,10.0
