
 Date : 28/05/2026 10:56                          01      /NAME:PANNJU AGENCIES CO.LT                                   Page :   1

                                                       ANNUAL AUDIT REPORT                                                                                                               ___________________                                                        

====================================================================================================================================
DATE          SALES       SALES       V.A.T.       TOTAL     PROFIT   G.P.%      PETTY       CASH      LAYBYE      LAYBYE   EXPIRED
              EXCL.       EXCEMPT                  COSTS                         CASH        TAKEN     PMNTS       SALES    REFUNDS
====================================================================================================================================
240103          0.00   693240.00        0.00   632193.58    61046.42    8.81 ******.**   693240.00       0.00       0.00      0.00
240104          0.00   226800.00        0.00   191273.26    35526.74   15.66 ******.**   226800.00       0.00       0.00      0.00
240105          0.00   439705.00        0.00   406208.28    33496.73    7.62 ******.**   439705.00       0.00       0.00      0.00
240106          0.00   208825.00        0.00   188628.87    20196.13    9.67 ******.**   208825.00       0.00       0.00      0.00
240108          0.00   445490.00        0.00   405961.79    39528.22    8.87 ******.**   445490.00       0.00       0.00      0.00
240109          0.00   524150.00        0.00   477456.53    46693.47    8.91 ******.**   524150.00       0.00       0.00      0.00
240110          0.00   412145.00        0.00   377939.59    34205.41    8.30 ******.**   412145.00       0.00       0.00      0.00
240111          0.00   792245.00        0.00   717436.94    74808.07    9.44 ******.**   792245.00       0.00       0.00      0.00
240112          0.00   749405.00        0.00   704559.67    44845.33    5.98 ******.**   745319.00       0.00       0.00      0.00
240113          0.00   433675.00        0.00   392292.48    41382.53    9.54 ******.**   433675.00       0.00       0.00      0.00
240115          0.00   708240.00        0.00   656742.54    51497.47    7.27 ******.**   713000.00       0.00       0.00      0.00
240116          0.00   695650.00        0.00   630731.79    64918.21    9.33 ******.**   679900.00       0.00       0.00      0.00
240117        137.94  1195080.00       22.06  1149713.07    45504.87    3.81 ******.**  1195240.00       0.00       0.00      0.00
240118          0.00   954400.00        0.00   894810.39    59589.61    6.24 ******.**   954400.00       0.00       0.00      0.00
240119          0.00  1166940.00        0.00  1111867.32    55072.68    4.72 ******.**  1166940.00       0.00       0.00      0.00
240120          0.00   551690.00        0.00   514856.43    36833.57    6.68 ******.**   551690.00       0.00       0.00      0.00
240122          0.00  1220630.00        0.00  1137508.82    83121.18    6.81 ******.**  1236220.00       0.00       0.00      0.00
240123          0.00   647820.00        0.00   593184.96    54635.05    8.43 ******.**   646140.00       0.00       0.00      0.00
240124          0.00   515395.00        0.00   449018.99    66376.01   12.88 ******.**   515395.00       0.00       0.00      0.00
240125          0.00   605160.00        0.00   538978.19    66181.81   10.94 ******.**   595200.00       0.00       0.00      0.00
240126          0.00   584950.00        0.00   536640.98    48309.02    8.26 ******.**   584950.00       0.00       0.00      0.00
240127          0.00   639665.00        0.00   596426.67    43238.33    6.76 ******.**   638985.00       0.00       0.00      0.00
240129          0.00   374870.00        0.00   340371.50    34498.50    9.20 ******.**   312060.00       0.00       0.00      0.00
240130          0.00   620320.00        0.00   564382.28    55937.72    9.02 ******.**   807487.00       0.00       0.00      0.00
240131          0.00   344660.00        0.00   296536.95    48123.05   13.96 ******.**   328610.00       0.00       0.00      0.00
240201          0.00   636260.00        0.00   580663.51    55596.49    8.74 ******.**   605860.00       0.00       0.00      0.00
240202          0.00   706150.00        0.00   659257.84    46892.16    6.64 ******.**   835510.00       0.00       0.00      0.00
