code,description,avg_monthly_q1,april_qty,old_moq,new_moq
BAS057,Base Vs1 4l,15.333333333333334,13.0,3.833333333333334,3.833333333333334
BAS058,Base Vs2 1l,0.6666666666666666,1.0,0.16666666666666666,0.25
BAS059,Base Vs2 20l,0.0,0.0,0.0,0.0
BAS060,Base Vs2 4l,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
BAS061,Base Vs3 4l,0.3333333333333333,3.0,0.08333333333333333,0.75
BAS063,Base Vs4 1l,0.0,0.0,0.0,0.0
BAS064,Base Vs4 4l,0.0,1.0,0.0,0.25
BAS065,Base Vs5 1l,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BAS066,Base Vs5 4l,0.0,0.0,0.0,0.0
BAS067,Basin & Pedestal,2.0,0.0,0.5,0.5
BAS069,Basin Mixer Sprout,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BAS070,Basin Screw Small,3.3333333333333335,0.0,0.8333333333333334,0.8333333333333334
BAS073,Base Silicon Ext 3 4 Ll,2.0,0.0,0.5,0.5
BAS076,Base VSYLW 4l,0.0,0.0,0.0,0.0
BAS077,Basin Screw Big,4.666666666666667,3.0,1.1666666666666667,1.1666666666666667
BAS078,Base Silicon Ext3 -20 L,0.3333333333333333,2.0,0.08333333333333333,0.5
BED003,Bed Bolts 5,0.0,14.0,0.0,3.5
BED004,Bed Bolts 6,3.3333333333333335,4.0,0.8333333333333334,1.0
BIN001,Binding Wire 1kg,101.33333333333333,52.0,25.333333333333336,25.333333333333336
BIN002,Binding Wire 17kg,52.666666666666664,0.0,13.166666666666664,13.166666666666664
BIN003,Binding Wire 23kg,20.333333333333332,0.0,5.083333333333333,5.083333333333333
BIN005,Binding Wire 15KG,170.33333333333334,280.0,42.583333333333336,70.0
BLA001,Black Oxide,3.0,10.0,0.75,2.5
BLA002,Black Pipe 1,0.16666666666666666,0.0,0.041666666666666664,0.041666666666666664
BLA003,Black Pipe 11/2,1.6666666666666667,0.0,0.4166666666666667,0.4166666666666667
BLA004,Black Pipe 11/4,0.0,0.0,0.0,0.0
BLA005,Black Pipe 2,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
BLA007,Black Pipe 3/4,2.5,0.0,0.625,0.625
BLA008,Black Pipe 4,4.0,0.0,1.0,1.0
BLA009,Black Sheet 8x4x14g,1.3333333333333333,2.0,0.3333333333333333,0.5
BLA010,Black Sheet 8x4x16g,11.833333333333334,8.0,2.9583333333333335,2.9583333333333335
BLA011,Black Sheet 8x4x18g(0.8mm),7.5,6.0,1.875,1.875
BLA016,Blanking Cover Double,4.333333333333333,6.0,1.0833333333333333,1.5
BLA017,Blanking Cover Single,5.333333333333333,5.0,1.3333333333333333,1.3333333333333333
BLA018,Black Pipe 1/2,2.0,0.0,0.5,0.5
BLA019,BLACKSHEET 8X4X3MM,1.0,1.0,0.25,0.25
BLO001,Blockboard 1,0.0,6.0,0.0,1.5
BLO002,Blockboard 3/4,23.0,1.0,5.75,5.75
BOD007,Bodyfiller 1/2kg,7.166666666666667,2.0,1.7916666666666665,1.7916666666666665
BOD008,Bodyfiller 1kg,3.3333333333333335,4.0,0.8333333333333334,1.0
BOD009,Body filler 2.5kg,8.0,7.0,2.0,2.0
BOD010,Bodyfiller 4.5kg neo,5.0,5.0,1.25,1.25
BOL004,Bolt & Nut 10x3,2.0,1.0,0.5,0.5
BOL012,Bolt & Nut No 22,1.3333333333333333,9.0,0.3333333333333333,2.25
BOS001,Boss White 200g,5.0,4.0,1.25,1.25
BOS002,Boss White 400g,4.0,5.0,1.0,1.25
BOS003,Bosch cutting Slim 4,0.0,30.0,0.0,7.5
BOS004,Bosch Grinding 7,5.333333333333333,3.0,1.3333333333333333,1.3333333333333333
BOS005,Bosch Grinding 4,2.0,4.0,0.5,1.0
BOS006,Bosch Grinding 9,4.0,2.0,1.0,1.0
BOS007,Bosch Cutting Slim 9,15.0,0.0,3.75,3.75
BOS008,Bosch Circular Saw Blade7 40T,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BOS009,Bosch Circular Saw Blade 7 60T,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BOS010,Bosch Circular Saw Blade 9 40T,0.3333333333333333,1.0,0.08333333333333333,0.25
BOS011,Bosch Circular Saw Blade 9 60T,0.3333333333333333,1.0,0.08333333333333333,0.25
BOS012,Bosch Circular Saw Blade 10 60T,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BOS013,Bosch Flap Disc 4 P60,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BOS015,Bosch Sanding DiscP60,0.0,0.0,0.0,0.0
BOS016,Bosch Cutting Diamond 4,1.6666666666666667,4.0,0.4166666666666667,1.0
BOS017,Bosch Cutting Diamond 9,0.0,0.0,0.0,0.0
BOS018,Bosch cutting Ceramic 4,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
BOS019,Bosch Hole saw Pkt,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BOS020,Bosch Blade For Wood Set,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BOS021,Bosch Saw Blade Set,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BOS022,Bosch Drill Bit 3mm,0.0,1.0,0.0,0.25
BOS023,Bosch Drill Bit 4mm,0.0,0.0,0.0,0.0
BOS024,Bosch Drill Bit 5mm,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BOS025,Bosch Drill Bit 6mm,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BOS026,Bosch Bit Hard Metal 8mm,0.0,0.0,0.0,0.0
BOS027,Bosch Router Bit Set 471,0.0,0.0,0.0,0.0
BOS028,Bosch Bit Set 472,0.0,0.0,0.0,0.0
BOS029,Bosch Sand Paper P60,0.0,0.0,0.0,0.0
BOS030,Bosch Sand Paper P120,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BOS031,Bosch Router Bit Set 464,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BOS032,Bosch Hilt Bit 6mm,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
BOS033,Bosch Hilt Bit 8mm,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BOS034,Bosch Hilt Bit 10mm,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BOS035,Bosch Accessory Set,0.3333333333333333,3.0,0.08333333333333333,0.75
BOS036,Bosch Cordless Impact Drill,0.3333333333333333,1.0,0.08333333333333333,0.25
BOS037,Bosch Drill 400w,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
BOS038,Bosch Angle Grinder small- OLO,1.3333333333333333,2.0,0.3333333333333333,0.5
BOS039,Bosch Angle Grinder Big -OPO,0.3333333333333333,1.0,0.08333333333333333,0.25
BOS040,Bosch Straight Grinder,0.0,0.0,0.0,0.0
BOS041,Bosch Jigsaw,0.0,1.0,0.0,0.25
BOS042,Bosch Circular Hand saw,0.0,0.0,0.0,0.0
BOS043,Bosch Orbital Sander,0.0,0.0,0.0,0.0
BOS044,Bosch Industrial Router,0.0,0.0,0.0,0.0
BOS045,Bosch Heat Gun 180,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BOS046,Bosch Laser Tape Measure -WOO,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BOS047,Bosch Laser Tape Measure S00,0.3333333333333333,1.0,0.08333333333333333,0.25
BOS048,Bosch Optical Level,0.0,0.0,0.0,0.0
BOS049,Bosch Laser Level 320,0.3333333333333333,1.0,0.08333333333333333,0.25
BOS050,Bosch Screw Driver bit-2608521042,0.6666666666666666,1.0,0.16666666666666666,0.25
BOS051,Bosch Angle polisher GPO14CE,0.0,0.0,0.0,0.0
BOS052,Bosch Cordless Screw Driver Go kit,0.0,1.0,0.0,0.25
BOT001,Bottle Trap 11/2 malpine,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BOT002,Bottle Trap 11/4 Malpine,0.0,0.0,0.0,0.0
BOT007,"Magic Connector Plastic 11/2""",3.6666666666666665,8.0,0.9166666666666665,2.0
BOT009,"Magic Connector Plastic 11/4""",2.3333333333333335,0.0,0.5833333333333334,0.5833333333333334
BOT010,Bottle Trap Viega 1 1/4,7.0,2.0,1.75,1.75
BOT011,Bottle Trap Viega 11/2,12.0,16.0,3.0,4.0
BOW001,Bow Saw,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BRA001,Construction Net Mtrs,9.333333333333334,0.0,2.3333333333333335,2.3333333333333335
BRC001,Brc 610,1.0,0.0,0.25,0.25
BRC003,Brc A142 Std,27.333333333333332,13.0,6.833333333333333,6.833333333333333
BRC004,Brc A66,1.0,1.0,0.25,0.25
BRC005,Brc A98 Std,15.0,9.0,3.75,3.75
BRO001,Broom/Rake Handles,32.0,5.0,8.0,8.0
BRU001,Brush Fixtec 1,15.333333333333334,25.0,3.833333333333334,6.25
BRU002,Brush Fixtec 2,44.333333333333336,33.0,11.083333333333334,11.083333333333334
BRU003,Brush Fixtec 3,30.333333333333332,22.0,7.583333333333333,7.583333333333333
BRU004,Brush Fixtec 4,43.333333333333336,62.0,10.833333333333334,15.5
BRU005,Brush Fixtec 6,57.666666666666664,63.0,14.416666666666666,15.75
BRU007,Brush Premium 2,20.666666666666668,21.0,5.166666666666667,5.25
BRU009,Brush Premium 3,15.333333333333334,17.0,3.833333333333334,4.25
BRU010,Brush Premium 4,40.0,39.0,10.0,10.0
BRU011,Brush Premium 5,5.333333333333333,3.0,1.3333333333333333,1.3333333333333333
BRU012,Brush Premium 6,31.333333333333332,48.0,7.833333333333334,12.0
BRU013,Brush Fixtec 5,14.0,11.0,3.5,3.5
BRU014,"Brush Premium 2.5""",1.0,2.0,0.25,0.5
BUC001,Buckets,40.666666666666664,87.0,10.166666666666666,21.75
BUL001,Bulb Energy Saver Pin 7w,3.6666666666666665,2.0,0.9166666666666665,0.9166666666666665
BUL002,Bulb Energy Saver Pin 9w,5.666666666666667,12.0,1.4166666666666667,3.0
BUL003,Bulb Energy Saver Screw 7w,2.3333333333333335,5.0,0.5833333333333334,1.25
BUL004,Bulb Eneryg Saver Screw 9w,6.666666666666667,15.0,1.6666666666666667,3.75
BUL006,Bulb Filament 4w,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BUL007,Bulb Holder Angle,0.0,1.0,0.0,0.25
BUL008,Bulb Holder Ceiling Rose,3.0,4.0,0.75,1.0
BUL009,Bulb Holder Pin,4.0,2.0,1.0,1.0
BUL010,Bulb Holder Screw,0.3333333333333333,6.0,0.08333333333333333,1.5
BUL011,Bulb Holder Straight,12.333333333333334,0.0,3.083333333333334,3.083333333333334
BUL015,Bulk Head Fitting,0.0,0.0,0.0,0.0
BUS002,"Bush JK 1/2""",28.0,50.0,7.0,12.5
BUS003,"Bush JK 11/2""",12.0,0.0,3.0,3.0
BUS004,"Bush JK 11/4""",1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
BUS005,"Bush JK 3/4""",0.0,0.0,0.0,0.0
BUS007,Bush Ball 11/2x4,1.6666666666666667,0.0,0.4166666666666667,0.4166666666666667
BUS008,Bush Ball 11/4x4,3.3333333333333335,0.0,0.8333333333333334,0.8333333333333334
BUS009,Bush Ball 1x4,17.666666666666668,2.0,4.416666666666667,4.416666666666667
BUS010,Bush Ball 3/4x4,10.333333333333334,16.0,2.5833333333333335,4.0
BUS015,Bush Smooth 1,11.0,2.0,2.75,2.75
BUS016,Bush Smooth 11/2,5.666666666666667,7.0,1.4166666666666667,1.75
BUS017,Bush Smooth 11/4,6.333333333333333,0.0,1.5833333333333335,1.5833333333333335
BUS018,Bush Smooth 3/4,21.666666666666668,2.0,5.416666666666667,5.416666666666667
BUS019,Bush smooth 1/2,14.666666666666666,18.0,3.666666666666666,4.5
BUT005,Butterfly Bush 3/4,6.666666666666667,0.0,1.6666666666666667,1.6666666666666667
BUT006,"Butterfly Bush 1"" imported",24.333333333333332,63.0,6.083333333333333,15.75
BUT007,"Butterfly Bush 3/4"" imported",12.666666666666666,22.0,3.166666666666667,5.5
C/ 002,C/ Roofmaster Beetle Green 4,0.0,0.0,0.0,0.0
C/ 004,C/ Transeal 1l,0.3333333333333333,4.0,0.08333333333333333,1.0
C/ 005,C/ Transeal 4l,9.0,8.0,2.25,2.25
C/E001,C/S/G Aqua Glow Accent 4l,0.3333333333333333,1.0,0.08333333333333333,0.25
C/E004,C/E Covermatt White 1l,12.333333333333334,15.0,3.083333333333334,3.75
C/E005,C/E Covermatt White 20l,101.33333333333333,80.0,25.333333333333336,25.333333333333336
C/E006,C/E Covermatt White 4l,53.0,54.0,13.25,13.5
C/E007,C/E Matt Accent Base 1l,3.6666666666666665,5.0,0.9166666666666665,1.25
C/E008,C/E Matt Accent Base 20l,2.0,3.0,0.5,0.75
C/E009,C/E Matt Accent Base 4l,3.3333333333333335,2.0,0.8333333333333334,0.8333333333333334
C/E012,C/E Matt Black 1l,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
C/E014,C/E Matt Black 4l,1.6666666666666667,1.0,0.4166666666666667,0.4166666666666667
C/E015,C/E Matt Deep Base 1l,1.0,0.0,0.25,0.25
C/E016,C/E Matt Deep Base 20l,0.0,0.0,0.0,0.0
C/E017,C/E Matt Deep Base 4l,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
C/E018,C/E Matt Pastel Base 1l,11.333333333333334,7.0,2.8333333333333335,2.8333333333333335
C/E019,C/E Matt Pastel Base 20l,22.666666666666668,12.0,5.666666666666667,5.666666666666667
C/E020,C/E Matt Pastel Base 4l,19.0,28.0,4.75,7.0
C/E025,C/E Silicon Accent Base 1l,9.333333333333334,5.0,2.3333333333333335,2.3333333333333335
C/E026,C/E Silicon Accent Base 20l,1.3333333333333333,4.0,0.3333333333333333,1.0
C/E027,C/E Silicon Accent Base 4l,8.666666666666666,16.0,2.1666666666666665,4.0
C/E028,C/E Silicon B/White 1l,0.0,2.0,0.0,0.5
C/E029,C/E Silicon B/White 20l,5.333333333333333,5.0,1.3333333333333333,1.3333333333333333
C/E030,C/E Silicon B/White 4l,4.666666666666667,5.0,1.1666666666666667,1.25
C/E031,C/E Silicon Black 1l,0.0,6.0,0.0,1.5
C/E032,C/E Silicon Black 4l,2.3333333333333335,1.0,0.5833333333333334,0.5833333333333334
C/E033,C/E Silicon Deep Base 1l,3.6666666666666665,6.0,0.9166666666666665,1.5
C/E034,C/E Silicon Deep Base 20l,1.6666666666666667,3.0,0.4166666666666667,0.75
C/E035,C/E Silicon Deep Base 4l,3.3333333333333335,4.0,0.8333333333333334,1.0
C/E036,C/E Silicon Pastel Base 1l,11.333333333333334,7.0,2.8333333333333335,2.8333333333333335
C/E037,C/E Silicon Pastel Base 20l,8.0,17.0,2.0,4.25
C/E038,C/E Silicon Pastel Base 4l,19.333333333333332,23.0,4.833333333333333,5.75
C/E040,C/E Silk Accent Base 1l,5.333333333333333,5.0,1.3333333333333333,1.3333333333333333
C/E041,C/E Silk Accent Base 20l,0.0,1.0,0.0,0.25
C/E042,C/E Silk Accent Base 4l,6.333333333333333,6.0,1.5833333333333335,1.5833333333333335
C/E043,C/E Silk Brill White 20l,4.333333333333333,6.0,1.0833333333333333,1.5
C/E044,C/E Silk Deep Base 1l,2.0,6.0,0.5,1.5
C/E045,C/E Silk Deep Base 20l,2.3333333333333335,0.0,0.5833333333333334,0.5833333333333334
C/E046,C/E Silk Deep Base 4l,3.0,9.0,0.75,2.25
C/E047,C/E Silk Pastel Base 1l,20.333333333333332,20.0,5.083333333333333,5.083333333333333
C/E048,C/E Silk Pastel Base 20l,27.0,12.0,6.75,6.75
C/E049,C/E Silk Pastel Base 4l,60.0,50.0,15.0,15.0
C/S002,C/S/G Accent Base 4l,27.0,16.0,6.75,6.75
C/S003,C/S/G Accent Base 1l,19.0,17.0,4.75,4.75
C/S009,C/S/G Black 1l,11.666666666666666,15.0,2.9166666666666665,3.75
C/S010,C/S/G Black BITUMINOUS 4l,11.333333333333334,1.0,2.8333333333333335,2.8333333333333335
C/S012,C/S/G C/Varnish H/G 1l,12.0,3.0,3.0,3.0
C/S013,C/S/G C/Varnish H/G 4l,20.666666666666668,10.0,5.166666666666667,5.166666666666667
C/S014,C/S/G Clear Varnish Matt 1l,1.6666666666666667,2.0,0.4166666666666667,0.5
C/S016,C/S/G Clear Varnish Nc 4l,1.0,3.0,0.25,0.75
C/S017,C/S/G Deep Base 1l,5.0,2.0,1.25,1.25
C/S018,C/S/G Deep Base 4l,5.333333333333333,6.0,1.3333333333333333,1.5
C/S020,C/S/G Eggshell Accent Base 1l,0.3333333333333333,5.0,0.08333333333333333,1.25
C/S021,C/S/G Eggshell Accent Base 4l,1.3333333333333333,31.0,0.3333333333333333,7.75
C/S022,C/S/G Eggshell Black 1l,0.0,1.0,0.0,0.25
C/S023,C/S/G Eggshell Black 4l,0.6666666666666666,1.0,0.16666666666666666,0.25
C/S024,C/S/G Eggshell Deep Base 1l,1.0,0.0,0.25,0.25
C/S025,C/S/G Eggshell Deep Base 4l,0.0,3.0,0.0,0.75
C/S026,C/S/G Eggshell Pastel 1l,1.0,0.0,0.25,0.25
C/S027,C/S/G Eggshell Pastel 4l,0.3333333333333333,13.0,0.08333333333333333,3.25
C/S028,C/S/G Floor Grey 4l,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
C/S029,C/S/G Floor Paint Red Oxide 1l,2.0,1.0,0.5,0.5
C/S031,C/S/G Floor Paint Red Oxide 4L,2.3333333333333335,1.0,0.5833333333333334,0.5833333333333334
C/S037,C/S/G Clear Varnish Matt 4l,5.333333333333333,0.0,1.3333333333333333,1.3333333333333333
C/S038,C/S/G Matt Finish Black 1l,2.6666666666666665,2.0,0.6666666666666666,0.6666666666666666
C/S039,C/S/G Matt Finish Black 4l,2.6666666666666665,0.0,0.6666666666666666,0.6666666666666666
C/S044,C/S/G Nc Clear Lacquer 4l,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
C/S046,C/S/G Pastel Base 1l,25.0,16.0,6.25,6.25
C/S047,C/S/G Pastel Base 4l,40.0,64.0,10.0,16.0
C/S048,C/S/G Roadline White 4l,3.6666666666666665,2.0,0.9166666666666665,0.9166666666666665
C/S050,C/S/G Roadline Yellow 4l,0.6666666666666666,1.0,0.16666666666666666,0.25
C/S053,C/S/G Roof Green 4l,0.0,0.0,0.0,0.0
C/S057,C/S/G Roofmaster Clear Base,3.3333333333333335,26.0,0.8333333333333334,6.5
C/S058,C/S/G Ruff & Tuff 30l-Normal,101.33333333333333,92.0,25.333333333333336,25.333333333333336
C/S061,C/S/G Sanding Sealer 1l,7.666666666666667,11.0,1.916666666666667,2.75
C/S062,C/S/G Sanding Sealer 4l,26.0,22.0,6.5,6.5
C/S067,C/S/G Thinner For Roadline 1l,0.0,0.0,0.0,0.0
C/S068,C/S/G Thinner For Roadline 5L,1.6666666666666667,5.0,0.4166666666666667,1.25
C/S069,C/S/G Twopack Thinner 1l,0.0,1.0,0.0,0.25
C/S070,C/S/G Twopack Thinner 5l,7.333333333333333,6.0,1.833333333333333,1.833333333333333
C/S071,C/S/G Twopack V/Gloss 1l,3.6666666666666665,2.0,0.9166666666666665,0.9166666666666665
C/S072,C/S/G Twopack V/Gloss 4l,9.333333333333334,10.0,2.3333333333333335,2.5
C/S074,C/S/G Twopack V/Matt 4l,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
C/S075,C/S/G Undercoat 1l,8.666666666666666,8.0,2.1666666666666665,2.1666666666666665
C/S076,C/S/G Undercoat 4l,24.333333333333332,12.0,6.083333333333333,6.083333333333333
C/S077,C/S/G Varnish Mahogany 1L,5.666666666666667,3.0,1.4166666666666667,1.4166666666666667
C/S078,C/S/G Vesta Black 1l,1.6666666666666667,0.0,0.4166666666666667,0.4166666666666667
C/S079,C/S/G Vesta Black 4l,1.0,1.0,0.25,0.25
C/S080,C/S/G Vesta Floor Red 4l,0.3333333333333333,1.0,0.08333333333333333,0.25
C/S081,C/S/G Vesta Grey Oxide 1l-primer,11.0,14.0,2.75,3.5
C/S083,C/S/G Vesta Red Oxide 1l,0.3333333333333333,1.0,0.08333333333333333,0.25
C/S084,C/S/G Vesta Red Oxide 4l,0.0,1.0,0.0,0.25
C/S085,C/S/G Vesta Roof Green 4l,0.0,0.0,0.0,0.0
C/S086,C/S/G Vesta White 1l,1.0,0.0,0.25,0.25
C/S087,C/S/G Vesta White 4l,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
C/S089,C/S/G Wood Primer White 4l,1.0,1.0,0.25,0.25
CAB001,Cable Clips 10mm,3.6666666666666665,4.0,0.9166666666666665,1.0
CAB002,Cable Clips 12mm,2.6666666666666665,0.0,0.6666666666666666,0.6666666666666666
CAB003,Cable Clips 9mm,0.0,0.0,0.0,0.0
CAB005,Cable Clips Round 10mm,1.0,0.0,0.25,0.25
CAB006,Cable Ties 10,2.3333333333333335,2.0,0.5833333333333334,0.5833333333333334
CAB007,Cable Ties 12,2.3333333333333335,5.0,0.5833333333333334,1.25
CAB008,Cable Ties 14,5.0,0.0,1.25,1.25
CAB009,Cable Ties 6,2.3333333333333335,0.0,0.5833333333333334,0.5833333333333334
CAB010,Cable Ties 8,4.0,0.0,1.0,1.0
CAB011,Cable Ties Pcs,63.333333333333336,101.0,15.833333333333332,25.25
CAB013,"CABLE TIES 4""",0.0,0.0,0.0,0.0
CAB014,Cable Clips 8mm,1.3333333333333333,2.0,0.3333333333333333,0.5
CAL001,Caliper,0.0,0.0,0.0,0.0
CAN001,Canvas Fire hose 3x30m,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
CAR004,Carpet Brush,5.0,0.0,1.25,1.25
CEI001,Ceiling Board Flowered,12.0,0.0,3.0,3.0
CEI002,Ceiling Board Plain,17.333333333333332,7.0,4.333333333333333,4.333333333333333
CEM001,Cement In Kgs,39.833333333333336,37.0,9.958333333333334,9.958333333333334
CEN001,Center Stopper,20.0,6.0,5.0,5.0
CER002,Cerrazo 1l,1.6666666666666667,2.0,0.4166666666666667,0.5
CER003,Cerrazo 5l,2.0,4.0,0.5,1.0
CES002,C/E Silk Bril White 1Ltr,1.6666666666666667,1.0,0.4166666666666667,0.4166666666666667
CES003,C/E Silk Bril White 4 ltr,2.6666666666666665,8.0,0.6666666666666666,2.0
CEV002,C/S/G Vesta Primer Grey Oxide 4l,14.333333333333334,17.0,3.583333333333333,4.25
CHA001,Chain 1/4,8.333333333333334,0.0,2.0833333333333335,2.0833333333333335
CHA002,Chain 3/16,3.6666666666666665,2.0,0.9166666666666665,0.9166666666666665
CHA005,Chain Link 4ft,1.3333333333333333,5.0,0.3333333333333333,1.25
CHA006,Chain Link 5ft,3.6666666666666665,4.0,0.9166666666666665,1.0
CHA007,Chain Link 6ft,4.666666666666667,0.0,1.1666666666666667,1.1666666666666667
CHA008,Chain Link 7ft,2.3333333333333335,3.0,0.5833333333333334,0.75
CHA009,Chain Link 8ft,3.6666666666666665,3.0,0.9166666666666665,0.9166666666666665
CHA011,Chair Rubber Square 1,0.0,1.0,0.0,0.25
CHA012,Chair Rubber Square 2,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
CHA013,Chair Rubber Square 3/4,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
CHA014,Chalk pcs,6.333333333333333,0.0,1.5833333333333335,1.5833333333333335
CHA015,Chalk Line,2.0,3.0,0.5,0.75
CHA016,Chalk Carton,4.666666666666667,2.0,1.1666666666666667,1.1666666666666667
CHA017,Chalk Pkt,0.0,0.0,0.0,0.0
CHE001,Chequered Plate 16g,2.0,0.0,0.5,0.5
CHE002,Chequered Plate 2mm,0.3333333333333333,1.0,0.08333333333333333,0.25
CHE004,Chequered Plate 4mm,11.0,0.0,2.75,2.75
CHI001,Chicken Wire 1/2x30 MTRS,22.833333333333332,20.0,5.708333333333333,5.708333333333333
CHI004,Chicken Wire Roll 1/2x30,20.0,18.0,5.0,5.0
CHI005,Chicken Wire Roll 1/2x6FT,1.0,1.0,0.25,0.25
CHI006,MDF Particle White,0.3333333333333333,1.0,0.08333333333333333,0.25
CHI008,Chisel 1/2,1.6666666666666667,0.0,0.4166666666666667,0.4166666666666667
CHI009,Chisel 3/4,2.6666666666666665,1.0,0.6666666666666666,0.6666666666666666
CHR001,Chrome Brackets 1,14.333333333333334,9.0,3.583333333333333,3.583333333333333
CHR002,Chrome Brackets 1/2,0.0,0.0,0.0,0.0
CHR003,Chrome Brackets 3/4,7.333333333333333,0.0,1.833333333333333,1.833333333333333
CHR004,Chrome Pipe 1,7.0,2.0,1.75,1.75
CHR005,Chrome Pipe 3/4,1.0,0.0,0.25,0.25
CIR002,Circular Blade 4.5,3.0,10.0,0.75,2.5
CIR003,Circular Blade 7,2.6666666666666665,2.0,0.6666666666666666,0.6666666666666666
CIR004,Circular Blade 9,7.666666666666667,0.0,1.916666666666667,1.916666666666667
CIR006,Circular Box 2way,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
CIR007,Circular Box 3way 20mm,54.666666666666664,0.0,13.666666666666666,13.666666666666666
CIR008,Circular Box 3way 25mm,24.333333333333332,1.0,6.083333333333333,6.083333333333333
CIR009,Circular Box 4way 20mm,378.6666666666667,592.0,94.66666666666667,148.0
CIR010,Circular Box 4way 25mm,26.333333333333332,126.0,6.583333333333332,31.5
CIR011,Circular Box 1 way 20MM,8.666666666666666,0.0,2.1666666666666665,2.1666666666666665
CIS004,Cistern High Lever,0.6666666666666666,1.0,0.16666666666666666,0.25
CIS005,Cistern Low Lever,1.6666666666666667,1.0,0.4166666666666667,0.4166666666666667
CIS006,Cistern Top Flush,2.6666666666666665,5.0,0.6666666666666666,1.25
CLA001,Claw Bar 4ft,1.0,1.0,0.25,0.25
CLA002,Claw Bar 5ft,5.333333333333333,0.0,1.3333333333333333,1.3333333333333333
CLA003,Claw Bar 6ft,0.3333333333333333,7.0,0.08333333333333333,1.75
CLA004,Stanley-Claw Hammer 160z (453g)f/g,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
CLA005,Stanley-Claw Hammer 20oz,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
CLA006,Claw Hammer 27mm,3.0,1.0,0.75,0.75
CLE004,Clear Tape Big,6.0,2.0,1.5,1.5
CLE005,Clear Tape 2X20mts,0.0,0.0,0.0,0.0
CLO003,Close Couple Fitting Pvc,1.0,0.0,0.25,0.25
CLO004,Close Couple Set,3.6666666666666665,4.0,0.9166666666666665,1.0
CLO006,Cloth Line,4.0,0.0,1.0,1.0
COA001,Coast Calcium,17.666666666666668,40.0,4.416666666666667,10.0
COA002,Coat Hook Double,1.0,1.0,0.25,0.25
COA003,Coat Hook Single,0.0,3.0,0.0,0.75
COF001,Coffee Tray Roll,1.0,1.0,0.25,0.25
COF002,Coffee Tray Mtrs,28.166666666666668,10.0,7.041666666666667,7.041666666666667
COL001,Colorant Ext Orange,0.0,0.0,0.0,0.0
COL002,Colorant Ext Red,0.0,0.0,0.0,0.0
COL003,Colorant Ext Yellow,0.0,0.0,0.0,0.0
COL004,Colorant Fast Black,1.0,0.0,0.25,0.25
COL005,Colorant Fast Blue,0.0,0.0,0.0,0.0
COL006,Colorant Fast Green,0.0,0.0,0.0,0.0
COL007,Colorant Fast Magenta,0.0,0.0,0.0,0.0
COL008,Colorant Fast Red Oxide,0.0,0.0,0.0,0.0
COL009,Colorant Fast Violet,0.0,0.0,0.0,0.0
COL010,Colorant Fast Yellow Oxide,2.0,1.0,0.5,0.5
COL011,Colorant Ht Blue,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
COL012,Colorant Ht Green,0.0,0.0,0.0,0.0
COL013,Colorant Ht White,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
