code,description,qty_out
DEW031,Dewalt Diamond Cup41/2 4774T-AE,0.0
DGB001,D/G White 4L,8.0
DGC001,D/G Clear High Gloss 1 Ltr,3.0
DGW001,D/G White 1l,6.0
DHO001,Dhobi Sink,2.0
DIG002,Dewalt Digital LED Heat Gun,2.0
DIS001,Distribution Board 4way,1.0
DIS002,Distribution Board 8way,1.0
DOO001,Door Bell Ding Dong,2.0
DOO002,Door Bell Switch,1.0
DOO005,Door Stopper,7.0
DOO006,Door Stopper Steel,9.0
DOO014,Door Bell Switch water Proof,0.0
DOV001,Dovetail Tank 1000l Rect,0.0
DOV007,Dovetail Tank 10000l,1.0
DOV009,Dovetail Tank 1500l,0.0
DOV010,Dovetail Tank 2000l,2.0
DOV011,Dovetail Tank 3000l,0.0
DOV012,Dovetail Tank 5000l,1.0
DOV013,Dovetail Tank 2500l,2.0
DOW001,Down Stoppers,103.0
DOW002,Down Lighter Glass 6w,0.0
DOW003,Down lighter 3w,0.0
DPC001,Dpc,174.0
DR 002,Dr Fixit Gapseal Tape 10m,6.0
DR 003,Dr Fixit Gapseal Tape Mtrs,18.0
DR 004,Dr Fixit Pidiproof 1l,31.0
DR 005,Dr Fixit Pidiproof 20l,15.0
DR 006,Dr Fixit Pidiproof 5l,7.0
DR 007,Dr Fixit Superlatex 1l,32.0
DR 008,Dr Fixit Superlatex 5kg,49.0
DR 009,Dr Fixit Sureseal 1kg,16.0
DR 010,Dr Fixit Sureseal 5kg,12.0
DR 011,Dr Fixit Modern Tile Adhesive 25kg,1506.0
DR 012,Dr Fixit Waterproof Powder,1193.0
DRA001,Drain Opener 1kg,3.0
DRA002,Drain Opener 500g,8.0
DRA004,Drawer Handle Big,0.0
DRA005,Drawer Handle Small Gold,3.0
DRA006,Drawer Handle Small Silver,6.0
DRA008,Drawer Handles Brass 9,47.0
DRA010,Drawer Handles Silver 9,2.0
DRA011,Drawer Knob Big,0.0
DRA016,Drawer Lock Evergood,14.0
DRA017,Drawer Lock Moon,1.0
DRA022,Drawer Rail Hydro 14,24.0
DRA023,Drawer Rail D/Extension 16,13.0
DRA024,Drawer Rail Hydro 18,29.0
DRA025,Drawer Rail Hydro 20,2.0
DRA026,Drawer Rail Hydro 12,2.0
DRA028,Drawer Handles Brass 8,0.0
DRI002,Drill Bit 10mm,7.0
DRI003,Drill Bit 11mm,0.0
DRI004,Drill Bit 12mm,7.0
DRI005,Drill Bit 14mm,1.0
DRI006,Drill Bit 16mm,8.0
DRI008,Drill Bit 3.5mm,20.0
DRI009,Drill Bit 3/16mm,4.0
DRI010,Drill Bit 3mm,22.0
DRI012,Drill Bit 4mm,20.0
DRI013,Drill Bit 5mm,10.0
DRI014,Drill Bit 6mm,30.0
DRI016,Drill Bit 8mm,14.0
DRI017,Drill Bit 9mm,0.0
DRI018,Drill Bit Hilt 10mm,0.0
DRI022,Drill Bit Hilt 8mm,1.0
DRU002,Drum 220l,10.0
DRU004,Drum 240l,1.0
DU 001,Du Acrylic Sealer 4L,7.0
DUC001,Duct Tape,4.0
DUR001,Dura Paint Remover 1l,4.0
DUR002,Dura Paint Remover 5l,2.0
DUR003,Dura Skim Coat 1kg,33.0
DUR004,Dura Skim Coat 25kg,232.0
DUS001,Dust Mask Pkt,9.0
DUS002,Dust Mask Plastic,7.0
DUS003,Dust Mask Pcs,45.0
EAR001,Earthrod 4FT,4.0
EAR002,Earthrod 5FT,5.0
ELE001,Elec Bend 20mm,165.0
ELE002,Elec Bend 25mm,174.0
ELE003,Elec Bend 32mm,266.0
ELE004,Elec Bend 38mm,35.0
ELE005,Elec Bend 50mm,74.0
ELE006,Elec Cable Flex 1.5mm mtrs,140.0
ELE007,Elec Cable Flex 2.5mm mtrs,141.0
ELE008,Elec Cable Single 1.5mm red mtrs,134.0
ELE009,Elec Cable Single 1.5mm Black Roll,9.0
ELE010,Elec Cable Single 1.5mm Green Roll,7.0
ELE011,Elec Cable Single 1.5mm Red Roll,17.0
ELE013,Elec Cable Single 2.5mm Red mtrs,231.0
ELE014,Elec Cable Single 2.5mm Black mtrs,225.0
ELE015,Elec Cable Single 2.5mm Green Roll,5.0
ELE016,Elec Cable Single 2.5mm Red Roll,7.0
ELE018,Elec Cable Twin 1.5mm Roll Grey,7.0
ELE019,Elec Cable Twin 2.5mm Roll,6.0
ELE026,Elec Top Plug,66.0
ELE028,Electric Starter,3.0
ELE030,Element Shower,7.0
ELE031,Elec Cable Single 1.5mm Black mtrs,114.0
ELE032,Elec Cable Single 1.5mm Green mtrs,62.0
ELE033,Elec Cable Single 2.5mm Black Roll,7.0
ELE034,Elec Cable Single 2.5mm Green mtrs,176.0
ELE035,Elec Cable Twin 1.5mm Mtrs,319.0
ELE036,Elec Cable Twin 2.5mm Mtrs,481.0
ELE037,ELEC CABLE FLEX 1.5MM ROLL,4.0
ELE038,ELEC CABLE FLEX 2.5MM ROLL,2.0
ELE040,Elec Cable 6mm3 core amoured,83.0
ELE041,Elec Cable 6mm 2core amoured-16mBmOMAS,100.0
ELE042,Elec Cable 2core amoured-10mm,160.0
ELE043,Elec Cable 6mm 2core amoured-2.5mBmOMAS,120.0
ELE044,Elec cable Single core 10mm,30.0
ELE045,Electric Sprayer630WTS-(FSG6301-BBSO)MAS,0.0
EME001,Emery Cloth No. 0,492.0
EXP002,Expanded Metal Medium,9.0
EXT004,Extension Ring,0.0
EXT005,Extension Socket 4way,2.0
EXT006,Extension Socket 6way,4.0
EYE004,Eye Hook No 2,15.0
EYE007,Eye Hook No 6,16.0
EYE008,Eye Hook No 8,102.0
FEN001,Fencing Posts,8.0
FEV003,Fevicol Pur 150g,2.0
FEV004,Fevicol Pur 1kg,24.0
FEV005,Fevicol Pur 500gm,34.0
FEV006,Fevicol Pur 70gm,2.0
FIB002,Fibre Cement Board 6mm,6.0
FIL001,File 10 jk,27.0
FIL003,File 8 jk,29.0
FIL004,File Round jk,0.0
FIL005,File Saw J.K,20.0
FLA001,Flap Disk 4,3.0
FLA002,Flap Disk 7,10.0
FLA003,Flush Door,3.0
FLA007,Flusher Plugs pcs,800.0
FLA008,Flashing Handle H/G,4.0
FLA009,Flashing Handle L/G,3.0
FLA010,Flat 11/2x1/4,30.0
FLA011,Flat 11/2x1/8,64.5
FLA013,Flat 1x1/4,35.0
FLA014,Flat 1x1/8,68.0
FLA015,Flat 2x1/4,14.0
FLA016,Flat 2x1/8,25.5
FLA017,Flat 3/4x1/4,0.0
FLA018,Flat 3/4x1/8,64.0
FLA019,Bosch Flap Disc 4 P40,5.0
FLA020,Bosch Flap Disc 4 P 120,5.0
FLE001,Flex Conduit 25mm Mtrs,20.0
FLE002,Flex Tube Metallic 1/2x1.5ft,128.0
FLE004,Flex Tube Plastic 1/2x2ft,21.0
FLE007,Flex Tube Plastic 1/2x1.5ft,1.0
FLE008,Flex Tube 1/2x1ft,11.0
FLE009,Flex metallic Tube 1/2x2ft,41.0
FLE010,Flex Tube 11/2x1/2 M/F,1.0
FLE011,Flex Tube Plastic 3/4x1.5ft,3.0
FLE012,Flex Tube Metallic 1/2x1ft,41.0
FLE013,Flex conduit 20mm Mtrs,58.0
FLE014,Flex conduit Roll 20mm black,1.0
FLE015,Flex conduit Roll 25mm black,3.0
FLE016,Flex conduit Roll 20mm White,0.0
FLE017,Flex conduit Roll 25mm white,3.0
FLO001,Float Switch,3.0
FLO004,Floor Drain,7.0
FLO006,Flourescent Fitting 2ft,12.0
FLO007,Flourescent Fitting 4ft,12.0
FLU001,Flusher Plug pkts,15.0
FOO003,Foot Valve 1 peggler,6.0
FOO004,Foot Valve 1/2,2.0
FOO005,Foot Valve 11/2,0.0
FOO007,Foot Valve 3/4 pegler,3.0
FOO008,Foot Valve 3/4,7.0
FOO009,Foot Valve 1,3.0
FOR001,Force Pump small,3.0
FOR002,Fork Jembe 1.5LB,6.0
FOR003,Fork Jembe 2.5LB,12.0
FOR004,Fork Jembe 3.5LB,17.0
FOR006,Force Pump Big,1.0
FRI001,Fridge Guard,0.0
GAL003,Galvanised Wire Kgs,1.8
GAL006,Galvanized Wire 2mm,1.0
GAR007,GARDENA HOSE CONNECTOR,1.0
GAT002,Gate Valve 1,21.0
GAT003,Gate Valve 1/2,17.0
GAT004,Gate Valve 11/2,6.0
GAT005,Gate Valve 11/4,20.0
GAT006,Gate Valve 2 pegler,3.0
GAT007,Gate Valve 3/4,105.0
GAT008,Gate Valve 1 pegler,53.0
GI 001,Gi Back Nut 1,28.0
GI 002,Gi Back Nut 1/2,6.0
GI 004,Gi Back Nut 11/4,3.0
GI 005,Gi Back Nut 2,6.0
GI 006,Gi Back Nut 3/4,36.0
GI 007,Gi Barrel Nipple 1,12.0
GI 008,Gi Barrel Nipple 1/2,47.0
GI 009,Gi Barrel Nipple 11/2,1.0
GI 010,Gi Barrel Nipple 11/4,5.0
GI 011,Gi Barrel Nipple 2,0.0
GI 012,Gi Barrel Nipple 3/4,12.0
GI 013,Gi Bend 1,0.0
GI 014,Gi Bend 1/2,3.0
GI 015,Gi Bend 11/2,1.0
GI 016,Gi Bend 11/4,0.0
GI 018,Gi Bend 3/4,1.0
GI 019,Gi Cup Female 1,6.0
GI 020,Gi Cup Female 1/2,349.0
GI 021,Gi Cup Female 11/2,1.0
GI 023,Gi Cup Female 3/4,18.0
GI 024,Gi Elbow 1,13.0
GI 025,Gi Elbow 1/2,41.0
GI 026,Gi Elbow 11/2,0.0
GI 027,Gi Elbow 11/4,0.0
GI 028,Gi Elbow 2,2.0
GI 029,Gi Elbow 3/4,14.0
GI 030,Gi Hex Nipple 1,7.0
GI 031,Gi Hex Nipple 1/2,472.0
GI 032,Gi Hex Nipple 11/2,7.0
GI 033,Gi Hex Nipple 11/4,9.0
GI 034,Gi Hex Nipple 2,4.0
GI 035,Gi Hex Nipple 3/4,40.0
GI 036,Gi Long Thread Nipple 1,15.0
GI 037,Gi Long Thread Nipple 1/2,7.0
GI 038,Gi Long Thread Nipple 11/2,6.0
GI 039,Gi Long Thread Nipple 11/4,2.0
GI 040,Gi Long Thread Nipple 2,1.0
GI 041,Gi Long Thread Nipple 3/4,23.0
GI 042,Gi Plug Male 1,6.0
GI 043,Gi Plug Male 1/2,173.0
GI 045,Gi Plug Male 3/4,26.0
GI 046,Gi Red Bush 11/2x11/4,2.0
GI 047,Gi Red Bush 11/2x3/4,1.0
GI 048,Gi Red Bush 11/4x1,4.0
GI 049,Gi Red Bush 11/4x3/4,0.0
GI 051,Gi Red Bush 1x3/4,2.0
GI 052,Gi Red Bush 2x1,1.0
GI 053,Gi Red Bush 2x11/2,3.0
GI 054,Gi Red Bush 2x11/4,1.0
GI 055,Gi Red Bush 2x3/4,0.0
GI 056,Gi Red Bush 3/4x1/2,23.0
GI 057,Gi Red Socket 11/2x1,3.0
GI 058,Gi Red Socket 11/2x1/2,2.0
GI 059,Gi Red Socket 11/2x3/4,2.0
GI 060,Gi Red Socket 11/4x1,3.0
GI 061,Gi Red Socket 1x1/2,3.0
GI 062,Gi Red Socket 1x3/4,18.0
GI 064,Gi Red Socket 2 X 3/4,0.0
GI 065,Gi Red Socket 3/4x1/2,18.0
GI 066,Gi Red Tee 1x1/2,0.0
GI 068,Gi Socket 1,25.0
GI 069,Gi Socket 1/2,285.0
GI 070,Gi Socket 11/2,1.0
GI 071,Gi Socket 11/4,2.0
GI 073,Gi Socket 3/4,24.0
GI 074,Gi Stand Pipe 1/2x1.5ft,34.0
GI 075,Gi Stand Pipe 1/2x1ft,9.0
GI 076,Gi Stand Pipe 1/2x2ft,12.0
GI 077,Gi Stand Pipe 1/2x3ft,6.0
GI 079,Gi Stand Pipe 3/4x1ft,1.0
GI 081,Gi Tee 1,1.0
GI 082,Gi Tee 1/2,46.0
GI 083,Gi Tee 11/2,1.0
GI 084,Gi Tee 11/4,0.0
GI 085,Gi Tee 2,1.0
GI 088,Gi Tee 3/4,7.0
GI 089,Gi Union 1,10.0
GI 090,Gi Union 1/2,2.0
GI 092,Gi Union 11/4,2.0
GI 095,Gi Union 3/4,16.0
GIR001,Gi Red Bush 11/2x1/2,0.0
GLA004,Glass Bit,0.0
GLA006,Glass Clear 3mm,108.5
GLA007,Glass Clear 4mm,62.3
GLA008,Glass Clear 5mm,26.5
GLA009,Glass Clear 6mm,6.0
GLA012,Glass Flowered 3mm,13.5
GLA013,Glass Gold Bronze 4mm,6.0
GLA014,Glass Mirror 3mm,0.0
GLA015,Glass Mirror 4mm,45.5
GLA016,Glass Mirror 5mm,0.0
GLA017,Glass Obs Blue 3mm,9.0
GLA018,Glass One Way Blue,0.0
GLA020,Glass One Way Gold,0.0
GLA021,Glass One Way Grey,0.0
GLA022,Glass Square Type Grey Obs,0.0
GLA023,Glass Tint Grey 4mm,2.0
GLA024,Glass Tint Grey Indi,0.0
GLO004,Gloves Leather H/G,21.0
GLO005,Gloves Leather Hg 14',17.0
GLO007,Gloves Rubber H/G,63.0
GOO001,Gauze Wire Mtrs,154.0
GOO002,Gauze Wire Roll,12.0
GRE002,Grey Oxide Powder 1kg,12.0
GRE003,Green Oxide 1kg,4.0
GRI004,Grinding Disc 9,6.0
GRO002,Grout 1kg Cream,13.0
GRO005,Grout 3kg Grey,11.0
GRO006,Grout 3kg White,15.0
GRO015,Grout 1kg Grey-Fuga,356.0
GRO016,Grout 1kg White-Fuga,283.0
GRO017,Grout white-kalekim 3kg,15.0
GRO018,Grout Grey- Kalekim 3kg,12.0
GUM003,Gum Poles Small,11.0
GUM004,Gumboot No 6,17.0
GUM005,Gumboot No 7,18.0
GUM006,Gumboot No 8,11.0
GUM007,Gumboot No 10,6.0
GUM008,Gumboot No 9,20.0
GUM009,Gumboot H/G No 6,0.0
GUM010,Gumboot H/G No 7,2.0
GUM011,Gumboot H/G No 8,2.0
GUM012,Gumboot H/G No 9,2.0
GUM013,Gumboot H/G No 10,1.0
GUT001,Gutter Angle,17.0
GUT002,Gutter Bracket,350.0
GUT003,Gutter Connector,43.0
GUT008,Gutter Metro,48.0
GUT012,Gutter Stop End,75.0
GUT014,Gutters Outlet,38.0
GYP002,Gypsum Angle Line,431.0
GYP003,Gypsum Board 12mm,108.0
GYP006,Gypsum Board Hada,3270.0
GYP008,Gypsum Board Moist Resistant,284.0
GYP010,Gypsum Board Waterproof 9mm,2.0
GYP011,Gypsum Channel,7004.0
GYP012,Gypsum Cornice-Plain,1549.0
GYP013,Gypsum Corner Bead,188.0
GYP016,Gypsum Fibre Tape,300.0
GYP020,Gypsum Knife,6.0
GYP021,Gypsum Powder 1kg,190.0
GYP022,Gypsum Powder 25kg,398.0
GYP025,Gypsum Screws 1 *1000pcs -Blue esBseOnMtiaAlS,468.0
GYP026,Gypsum Screws 1 Pkt,62.0
GYP027,Gypsum Screws 11/2 Pkt,43.0
GYP028,Gypsum Screws 11/4 Pkt,11.0
GYP029,Gypsum Screws 2 Pkt,43.5
GYP030,Gypsum Screws 3/4 Pkt,15.0
GYP032,Gypsum Screws Assorted,150.0
GYP034,Gypsum Stud,9273.0
GYP036,Gypsum Board Thumb 9mm,373.0
GYP037,Gypsum Screws 1 *1000pcs,78.0
GYP038,Gypsum Cornice-Flowered,341.0
GYP039,Gypsum Stud 75mm,344.0
GYP040,Gypsum Channel 75mm,177.0
GYP041,Gypsum Furring Channel 68,373.0
GYP042,Gypsum Cornace-Type 2,0.0
HAC001,Hacksaw Blade,2026.0
HAC005,Hacksaw Frame J/K,8.0
HAC006,Hacksaw Frame Orange,17.0
HAM001,Hammer Jk,20.0
HAM003,Hammer Rubber 29mm,19.0
HAN003,Handsaw 16,13.0
HAN006,Hard Broom With Handle,123.0
HAN007,Hard Broom Without Handle,56.0
HAN008,Handsaw 16 -Metallic,2.0
HAN009,Hand sprayer Pump 20lt,1.0
HAS001,Hasp & Staple 2,5.0
HAS003,Hasp & Staple 3,3.0
HAS005,Hasp Juakali,86.0
HDP001,Hdpe Pipe Roll 32mm,0.0
HDP003,Hdpe Pipe Roll 50mm,2.0
HDP004,Hdpe Pipe roll 40mm,0.0
HDP005,Hdpe pipe roll 25mm,0.0
HDP006,Hdpe pipe roll 20mm,1.0
HEL001,Helmets Red,52.0
HEL002,Helmets Blue,10.0
HEL003,Helmets white,56.0
HEL004,Helmets yellow,31.0
HEM001,Hemp,3.0
HIG002,High Gloss Thinner 5lt,2.0
HIL002,Hilt Bit 12mm,4.0
HIL003,Hilt Bit 14mm,4.0
HIL004,Hilt Bit 16mm,3.0
HIL005,Hilt Bit 6mm,56.0
HIL006,Hilt Bit 8mm,12.0
HIL007,Hilt Bit 10MM,6.0
HIN002,Hinges 1.5- Pairs,10.0
HIN003,Hinges 2- Pairs,36.0
HIN004,Hinges 2.5- Pairs,15.0
HIN005,Hinges 3- Pairs,53.0
HIN006,Hinges 4- Pairs,96.0
HIN011,Hinges Double Action 4,0.0
HIN015,Hinges Oxford Brass,109.0
HIN016,Hinges Oxford Silver,40.0
HOO002,Hoop Iron Kgs,0.25
HOO003,Hoop Iron Roll,1174.0
HOS001,Hose Clip 1,4.0
HOS008,Hose Connector 1/2:,0.0
HOS011,Hose Pipe Braided 1/2x30m,2.0
HOS012,Hose Pipe Braided 1/2x50m,7.0
HOS013,Hose Pipe Braided 1x30m,4.0
HOS014,Hose Pipe Braided 1x50,8.0
HOS015,Hose Pipe Braided 3/4x30m,14.0
HOS016,Hose Pipe Braided 3/4x50m,23.0
HOS017,Hose Pipe Clear 1/2x120ft,5.0
HOS018,Hose Pipe Clear 1/2x60ft,11.0
HOS019,Hose Pipe Clear 1/4 X 50 Roll(s),12.0
HOS021,Hose Pipe Clear 3/4x120ft,2.0
HOS022,Hose Pipe Clear 3/4x60ft,0.0
HOS023,Hose Pipe Zebra 1/2x60ft,1.0
HOS026,Hose Pipe Zebra 3/4x60ft,1.0
HOS030,Hospital Tap,2.0
IND001,Ind Socket Single Phase,7.0
IND002,Ind Socket Three Phase,0.0
IND003,Industrial Socket Two Phase,0.0
INS001,Insulating Tape Black Big,177.0
INS002,InsulatingTape Black Small,108.0
INS004,Insulating Tape Yellow Big,17.0
INS008,Insulating Tape White Big,11.0
INS012,Instant Shower Ener 4t,22.0
INS015,Instant Shower Lorenzeti,18.0
INS018,Insulating Tape Green Big,12.0
INS019,Insulating Tape Red Big,19.0
INS020,Insulating Tape Blue Big,2.0
INT001,TV Outlet,0.0
IZO001,IZOSTOP 3001-Kalekim,132.0
J,B001 J Bolts,49.0
JEM001,Jembe 1.5LB,3.0
JEM002,Jembe 2.5LB,25.0
JEM003,Jembe 2LB,3.0
JEM004,Jembe 3LB,18.0
JEM005,Jembe Handle,187.0
JIG001,Jigsaw Blade,1.0
JUM001,Jumbo Tank 10000l,11.0
JUM002,Jumbo Tank 1000l,8.0
JUM003,Jumbo Tank 100l,1.0
JUM005,Jumbo Tank 1500l,2.0
JUM007,Jumbo Tank 2300l,0.0
JUM009,Jumbo Tank 2500l,2.0
JUM010,Jumbo Tank 3000l,10.0
JUM011,Jumbo Tank 300l,1.0
JUM014,Jumbo Tank 5000l,18.0
JUM017,Jumbo Tank Rect 1000l,4.0
JUM019,Jumbo Tank Rect 500l,1.0
KEN001,KenSeal4KG,1.0
KHA001,KHAKI BAGS NO5,6.0
KHA002,KHAKI BAG NO 2,6.0
KHA003,KHAKI BAG NO 1/2,6.0
KIF001,Kifagio Big,121.0
KIT002,Bath Mixer wall Pillar,1.0
KIT003,Kitchen Mixer Sink,2.0
KIT004,Kitchen Mixer Wall,3.0
KIT006,Kitchen Sink D/B S/D,5.0
KIT007,Kitchen Sink S/B S/D,3.0
KIT008,Kitchen Sink S/B S/D Light,1.0
LEA003,Leaf Rake Plastic Big,13.0
LED001,Flourescent Led Fittings 2ft,1.0
LED002,Flourescent Led Fittings 4ft,2.0
LED004,Flourescent Led Tubes 2ft,4.0
LED005,Flourescent Led Tubes 4ft,12.0
LED006,Led Panel Light 6w,1.0
LED007,LED Panel light(6500k),0.0
LED008,Led Panel Light 6w(3000k),1.0
LED009,LED Butten lights 50w,3.0
LED010,LED Butten light 20w,4.0
LED011,LED Flood Light 30w(Sensor),0.0
LED012,LED Flood Light 20w,0.0
LED013,LED Flood Lights 30w,0.0
LED014,LED Panel 24W,2.0
LIM001,Lime 25kg,175.0
LIP001,Lipping Beach Roll,7.62
LIP002,Lipping Cherry Roll,0.0
LIP003,Lipping Coimbra,1.0
LIP004,Lipping Mtrs,134.0
LIP006,Lipping Wall Nut,0.0
LIP007,Lipping White,31.0
LOC002,Lock Flyglobe Gold,5.0
LOC003,Lock Flyglobe Silver,6.0
LOC004,Lock Moment,11.0
LOC006,Lock Union 2lever Silver,12.0
LOC008,Lock Union Almn 2lever,4.0
LOC009,Lock Union Brass 2lever,0.0
LOC010,Lock Union Dead 3lever,7.0
LOC011,Lock Wista W-20188,10.0
LOC012,Lock Union 2lever brass/gold,23.0
LOC013,Lock Wista W-23615,5.0
LOC014,Lock Wista W-23613,1.0
LOC015,Lock Wista W-20252,1.0
LOO001,Looping Boxes,64.0
LOR001,Lordex 1kg,16.0
LOR002,Lordex 300g,11.0
MAC002,Machine Screw 2ba pcs,9.0
MAC004,Machine Screw 4ba,3.0
MAC005,MACHINE SCREW 2BA PKT,13.0
MAG001,Magic Connector 11/2 CHROME,13.0
MAG002,Magic Connector 11/4 CHROME,30.0
MAG004,Magnetic Socket 10mm,0.0
MAG005,Magnetic Socket 8mm,26.0
MAH001,Mahogany Spirit Stain,29.0
MAH003,Orion Mahogany Varnish1/2l,2.0
MAL003,Malpha Hinges Hydraulic,226.0
MAN001,Manhole Cover 12x12,120.0
MAN002,Manhole Cover 15x15,41.0
MAN003,Manhole Cover 18x18,91.0
MAN004,Manhole Cover 18x24,197.0
MAN005,Manhole Cover 24x24,19.0
MAN007,Manilla Roll 100m,16.0
MAN008,Manilla Roll 500m,22.0
MAN009,Manilla Rope 10mm- Mtrs,365.0
MAN010,Manilla Rope 12mm- Mtrs,168.5
MAN011,Manilla Rope 14mm- Mtrs,443.0
MAN013,Manilla Rope 18ply,68.0
MAN014,Manilla Rope 42ply,39.0
MAN015,Manilla Rope 6mm- Mtrs,303.0
MAN016,Manilla Rope 8mm- Mtrs,451.0
MAN017,Manilla Roll 1000m,15.0
MAN020,Manilla rope 10mm roll,3.0
MAN021,Manilla Rope 6mm Rolls,1.0
MAN022,Manilla Rope 8mm Rolls,2.0
MAN023,Manilla Rope 12mm Rolls,1.0
MAN024,Manilla Rope 14mm Rolls,1.0
MAR001,Marine Board- Tywood,3808.0
MAR002,Marine Board-Zurkit 16mm,1613.0
MAR003,Marine Board-Zurkit 18mm,1622.0
MAS002,"Masking Tape Welfast 1.5""",51.0
MAS006,"Masking Tape Welfast 1""",464.0
MAS007,Masking Tape Big 1.5,34.0
MAS008,"Masking Tape Welfast 2""",559.0
MAS009,"Masking Tape Welfast 3/4""",211.0
MAS010,Mason Bit 10mm,12.0
MAS011,Mason Bit 12mm,4.0
MAS014,Mason Bit 6mm,23.0
MAS015,Mason Bit 8mm,9.0
MAS016,Mason Chisel Flat,19.0
MAS017,Mason Chisel Pointed,109.0
MAS019,Mason Hammer 2.5lb,20.0
MAS020,Mason Hammer 2lb,6.0
MAS021,Mason Hammer 3lb,11.0
MAS022,Mason Square 24,6.0
MAS024,Mason Square Black,6.0
MAS025,"Masking Tape 1""X20mts",0.0
MAS026,"Masking Tape 2""X20mts",0.0
MAT001,Mattock Combined,108.0
MCB001,Mcb 63 A D/Pole,7.0
MCB002,Mcb 20A S/Pole,4.0
MCB003,Mcb 32A S/Pole,16.0
MCB004,MCB 10 AMP,10.0
MCB005,MCB 16 AMP,1.0
MCB006,Mcb 63 A S/Pole,2.0
MCB007,Mcb 100 A D/Pole,5.0
MCB008,Mcb 40A S/Pole,1.0
MDF001,Mdf Board Beech,21.0
MDF002,Mdf Board Cherry,14.0
MDF003,Mdf Board Coimbra,20.0
MDF005,Mdf Board Plain,11.0
MDF006,Mdf Board American Walnut,12.0
MDF007,Mdf Board White,36.0
MDF008,Mdf Ply Plain,4.0
MDF009,Mdf Ply White,5.0
MDF012,Mdf Screws 1 Pkt,31.0
MDF013,Mdf Screws 1/12 Pkt,27.0
MDF014,Mdf Screws 11/4 Pkt,74.0
MDF015,Mdf Screws 2 Pkt,130.0
MDF017,Mdf Screws 3 Pkt,22.0
MDF018,Mdf Screws 3/4 Pkt,10.0
MDF019,MDF SCEWS 4 PKT,1.0
MEA001,Stanley-Measuring Tape-5m power loBcOkMAS,4.0
MEA002,Stanley -Measuring Tape 5m-Tylon,4.0
MEA003,stanley-Measuring Tape 8m-tylon,1.0
MET006,Meter Box Powdered 13X13,4.0
MET009,Metro Glue 250gms,22.0
MIN001,Mini Trunking,81.0
MIR001,Mirror Screws Pcs,137.0
MOP003,Mop Bucket,6.0
MOP004,Mop Bucket J/K,0.0
MOP006,Mop Teepee,33.0
MUL001,Multi Plug,9.0
NAI001,Nails 1'- Kgs,28.25
NAI002,Nails 1.5'- Kgs,30.0
NAI003,Nails 2'- Kgs,293.75
NAI004,Nails 2.5'- Kgs,420.5
NAI005,Nails 3'- Kgs,1614.5
NAI006,Nails 4'- Kgs,1792.0
NAI007,Nails 5'- Kgs,114.25
NAI008,Nails 6'- Kgs,11.0
NAI009,Nails Bag 1,3.0
NAI011,Nails Bag 2,20.0
NAI012,Nails Bag 2.5,21.0
NAI013,Nails Bag 3,133.0
NAI014,Nails Bag 4,189.0
NAI015,Nails Bag 5,7.0
NAI016,Nails Bag 6,1.0
NAI017,Nails Bag Ceiling 1,0.0
NAI018,Nails Bag Ceiling 1.5,1.0
NAI019,Nails Bag Panel Pins 1,0.0
NAI020,Nails Bag Panel Pins 1.5,3.0
NAI022,Nails Ceiling 1,8.25
NAI023,Nails Ceiling 1.5,44.75
NAI024,Nails Panel Pins 1,13.75
NAI025,Nails Panel Pins 1.5,62.25
NAI027,Nails Polished Bag 1.5,0.0
NAI029,Nails Roofing Bag,8.0
NAI030,Nails Roofing Kgs,327.0
NAI031,Nails U Bags,2.0
NAI032,"Nails Polished Bag 1""",0.0
NAI035,Nails U Kgs,21.0
NAI036,Nail Polished 1.5- Kgs,0.0
NEM015,Nemsi Push Tap Wall-A003,3.0
NEM016,Nemsi Pillar tapCurved Highneck-BS1B0O1M1HAS,0.0
NEM017,Nemsi Delay Push Tap Kitchen-EG96B1O7MAS,0.0
NEM018,Nemsi Long Neck Pillar KitchenMixerB AOdMj-AKSM2051,2.0
NEM019,Nemsi Long Neck BIB Kitchen Mixer-BKOMM30A5S1,4.0
NEM020,Nemsi Shower Head$Mirror 40cm-KSB0O02MAS,4.0
NEM021,Nemsi Adjustable shower tube-KS004B,0.0
NEM022,Nemsi Sq- Framed 4-way shower mixBeOr BMlAacSk-KS1012,0.0
NEM023,Nemsi 3-Way Almn-Piano shower MixBeOr-MKASS1055,3.0
NEM024,Nemsi 3-way Brass ConcealedShoweBr OMMixAeSr-KS2016,0.0
NEM025,Nemsi Premium ktchen mixer ChromeB-OKMS6A0S41,2.0
NEM026,Nemsi Kitchen Tap L- Neck Blk& silveBrO-KMSA9S022,2.0
NEM027,Nemsi Kitchen Wall Tap-KS9051,0.0
NEM028,Nemsi Double Corner-Shelf With TowBeOl-NM0A0S2,3.0
NEM029,Nemsi mirrorSingle Corner Shelf-N00B9OMAS,3.0
NEM030,Nemsi Single Corner Shelf Blk-N009-B,1.0
NEM031,Nemsi Black Towel ring-N025B,0.0
NEM032,Nemsi Double Tumbler Holder-N026,0.0
NEM033,Nemsi Bath 6pcs Accessories set BlaBcOk-MNA05S3B,0.0
NEM034,Nemsi Bath 6pcs Accessories Set -MBirrOoMr-NA0S53M,0.0
NEM035,Nemsi Black Grab Bar 25x40-N063-B,0.0
NEM036,Nemsi Single Tumbler Holder Mirror-NB0O7M2AS,0.0
